episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,common_mode_coefficient,common_mode_loss,probability_budget_coefficient,probability_budget_loss,probability_budget_excess,ppo_policy_gradient_norm,total_actor_gradient_norm,common_mode_gradient_norm,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,critic_architecture,critic_input_dim,actor_curvature_enabled,critic_curvature_enabled,curvature_ablation_mode,critic_value_mean,critic_value_std,critic_within_slot_value_std_mean,critic_within_slot_value_std_max,vaoi_advantage_within_slot_std_mean,vaoi_advantage_global_std,critic_return_mean,critic_return_std,critic_explained_variance,bootstrap_value_mean,bootstrap_value_std,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,actor_architecture_version,use_stage1_reference,alpha_raw,alpha_kappa,effective_alpha,residual_input_dim,residual_input_feature_names,q_base_mean,q_base_std,q_base_min,q_base_max,residual_delta_mean,residual_delta_std,residual_delta_min,residual_delta_max,residual_mean_global,residual_std_global,residual_mean_per_step_abs_mean,residual_mean_per_step_abs_max,residual_positive_fraction,residual_negative_fraction,residual_saturation_fraction,q_final_mean,q_final_std,corr_s_kappa_q_base,residual_architecture,node_input_dim,edge_input_dim,message_dim,aggregation,aggregated_message_dim,decoder_input_dim,directed_edge_count,mpnn_disabled_edge_feature,edge_freshness_feature,version_gap_tau,mean_directed_degree,mean_edge_freshness_feature,mean_neighbor_freshness_gain,mean_neighbor_version_gap_normalized,message_l2_mean,message_l2_std,aggregated_message_l2_mean,aggregated_message_l2_std,attention_temperature,attention_uniform_mix,attention_entropy_mean,attention_effective_degree_mean,attention_max_weight_mean,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
83,8.302514888234436,0.10729999973438681,0.10665033205620979,0.3,-0.19334966794379022,-0.6444988716626717,-0.6444988716626717,0.10638603568077087,0.0,0.0,False,0.0004726981860585511,7.62009859085083,0.33202239871025085,-1.3113221939420328e-05,0.0,0.05,0.012881942093372345,0.8,0.0,0.0,0.03817107900977135,0.013140135444700718,0.02904571406543255,-1.5258788677030566e-09,0.9999995827674866,8.194892883300781,node_conditioned,25,True,True,False,-91.38290405273438,7.974212646484375,2.2938294410705566,3.006697416305542,1.4767379760742188,2.7777185440063477,-91.39949035644531,5.925605773925781,0.7802590734769821,-94.6259765625,2.204867124557495,0.0,0.0,0.0,0.03817107900977135,0.0,0.0,100,0.2,0.21,0.0,928,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.10638603568077087,0.04077589884400368,0.0,mpnn,6,4,16,curvature_attention_max,32,39,371200,none,normalized_version_gap_with_gain,,3712.0,0.48410797119140625,0.48410797119140625,0.3722807765007019,,,,,0.5,0.0,,,,0.10638603568077087,0.04077589884400368,0.04438409209251404,0.0630859762430191,0.0972052663564682,0.16070895791053771,0.31597739458084106,0.0399380698800087,0.04077589884400368,0.02370435558259487
84,7.545055048242212,0.11107499989215285,0.10886266597418132,0.3,-0.19113733402581867,-0.6371244255152481,-0.6371244255152481,0.10895710438489914,0.0,0.0,False,0.0006700344383716583,9.271244049072266,0.33640486001968384,7.606010967720067e-06,0.0,0.05,0.01569109410047531,0.8,0.0,0.0,0.03501994162797928,0.011966031044721603,0.03595750778913498,6.103515470812226e-09,0.9999997019767761,8.393463134765625,node_conditioned,25,True,True,False,-89.88833618164062,7.249625205993652,2.302795648574829,3.202177047729492,1.469071388244629,2.980740785598755,-88.85399627685547,5.062239170074463,0.653292639421057,-94.70468139648438,2.616262912750244,0.0,0.0,0.0,0.03501994162797928,0.0,0.0,100,0.2,0.1725,0.0,1026,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.10895710438489914,0.04079744219779968,0.0,mpnn,6,4,16,curvature_attention_max,32,39,410400,none,normalized_version_gap_with_gain,,4104.0,0.5091550350189209,0.5091550350189209,0.39642205834388733,,,,,0.5,0.0,,,,0.10895710438489914,0.04079744219779968,0.04378190636634827,0.06458693444728851,0.10005787014961243,0.16794372498989105,0.31886374950408936,0.03980231657624245,0.04079744219779968,0.020578457042574883
85,8.240274975076318,0.11324999989476055,0.11105633293447092,0.3,-0.18894366706552906,-0.6298122025580235,-0.6298122025580235,0.109382264316082,0.0,0.0,False,0.000523789378348738,8.40157699584961,0.33483633399009705,1.4501392797683366e-06,0.0,0.05,0.01101314090192318,0.8,0.0,0.0,0.03399432450532913,0.010503580793738365,0.03139546141028404,-3.814697180359872e-08,0.9999995827674866,8.262717247009277,node_conditioned,25,True,True,False,-90.90802764892578,7.70067834854126,2.1647636890411377,3.1626532077789307,1.3831191062927246,2.9147462844848633,-90.8696517944336,5.659481048583984,0.7347543609095523,-94.28599548339844,2.2131195068359375,0.0,0.0,0.0,0.03399432450532913,0.0,0.0,100,0.2,0.1875,0.0,988,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.109382264316082,0.04310524836182594,0.0,mpnn,6,4,16,curvature_attention_max,32,39,395200,none,normalized_version_gap_with_gain,,3952.0,0.48031625151634216,0.48031625151634216,0.36545807123184204,,,,,0.5,0.0,,,,0.109382264316082,0.04310524836182594,0.04296255111694336,0.06269340366125106,0.10014469921588898,0.1702397376298904,0.3225357234477997,0.04209833964705467,0.04310524836182594,0.023391379043459892
86,8.631139404252172,0.10744999985210597,0.10925316639328844,0.3,-0.19074683360671155,-0.6358227574949467,-0.6358227574949467,0.10562076419591904,0.0,0.0,False,0.0002810464065987617,7.115976333618164,0.3299885392189026,-2.598199216663488e-06,0.0,0.05,0.008736162446439266,0.8,0.0,0.0,0.03365686535835266,0.01240907795727253,0.024441665038466454,6.103515470812226e-09,0.9999995827674866,8.759218215942383,node_conditioned,25,True,True,False,-91.08158111572266,8.010024070739746,2.2353196144104004,3.120147228240967,1.3796085119247437,2.5849406719207764,-91.66978454589844,6.02064323425293,0.8156617634489948,-93.24413299560547,2.191890239715576,0.0,0.0,0.0,0.03365686535835266,0.0,0.0,100,0.2,0.18,0.0,974,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.10562076419591904,0.04178151488304138,0.0,mpnn,6,4,16,curvature_attention_max,32,39,389600,none,normalized_version_gap_with_gain,,3896.0,0.4670199751853943,0.4670199751853943,0.36722439527511597,,,,,0.5,0.0,,,,0.10562076419591904,0.04178151488304138,0.041977107524871826,0.0608684241771698,0.09688152372837067,0.16494252383708952,0.3276751935482025,0.041034746915102005,0.04178151488304138,0.022371215745806694
87,7.708869705460966,0.10707499981392175,0.10816408310360509,0.3,-0.1918359168963949,-0.6394530350062152,-0.6394530350062152,0.10576388239860535,0.0,0.0,False,0.0006403450388461351,9.103348731994629,0.3268818259239197,1.1046699910366442e-05,0.0,0.05,0.013930924236774445,0.8,0.0,0.0,0.030320940539240837,0.013275193981826305,0.03727491572499275,1.831054774470431e-08,0.9999996423721313,7.53977632522583,node_conditioned,25,True,True,False,-88.8150405883789,7.529619216918945,2.2564713954925537,3.2208571434020996,1.429406762123108,3.0111496448516846,-88.32677459716797,5.669453144073486,0.7179134502774411,-95.11421966552734,2.331580400466919,0.0,0.0,0.0,0.030320940539240837,0.0,0.0,100,0.2,0.1775,0.0,978,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.10576388239860535,0.04455632343888283,0.0,mpnn,6,4,16,curvature_attention_max,32,39,391200,none,normalized_version_gap_with_gain,,3912.0,0.47905176877975464,0.47905176877975464,0.3651198148727417,,,,,0.5,0.0,,,,0.10576388239860535,0.04455632343888283,0.041318535804748535,0.05795360207557678,0.09624812006950378,0.1686737507581711,0.324800580739975,0.04375532269477844,0.04455632343888283,0.02391478419303894
88,8.177736119963228,0.1075499999942258,0.10785704154891546,0.3,-0.19214295845108453,-0.6404765068210649,-0.6404765068210649,0.10736451297998428,0.0,0.0,False,0.0005250078393146396,6.289534568786621,0.328250527381897,8.584707757108845e-06,0.0,0.05,0.009914219379425049,0.8,0.0,0.0,0.03569084778428078,0.008583799935877323,0.03162733465433121,-4.2724607851596375e-08,0.9999995827674866,8.768723487854004,node_conditioned,25,True,True,False,-89.80427551269531,7.861315727233887,2.3482325077056885,3.054445266723633,1.4143548011779785,2.523430347442627,-89.8204345703125,5.986233711242676,0.8223049562611999,-92.20857238769531,2.3153138160705566,0.0,0.0,0.0,0.03569084778428078,0.0,0.0,100,0.2,0.1825,0.0,1038,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.10736451297998428,0.04704195633530617,0.0,mpnn,6,4,16,curvature_attention_max,32,39,415200,none,normalized_version_gap_with_gain,,4152.0,0.4989434778690338,0.4989434778690338,0.38748735189437866,,,,,0.5,0.0,,,,0.10736451297998428,0.04704195633530617,0.040566056966781616,0.057610145211219786,0.09612493216991425,0.1731804758310318,0.33171844482421875,0.046148911118507385,0.04704195633530617,0.025995803996920586
89,8.076420707665385,0.10644999987911433,0.10715352071401489,0.3,-0.19284647928598508,-0.6428215761925644,-0.6428215761925644,0.10802125185728073,0.0,0.0,False,0.00047198584070429206,7.778388977050781,0.3326673209667206,2.3275160856428556e-05,0.0,0.05,0.012104268185794353,0.8,0.0,0.0,0.034236036241054535,0.008986426517367363,0.02849103882908821,-2.4414061883248905e-08,0.9999995827674866,8.308818817138672,node_conditioned,25,True,True,False,-89.51566314697266,7.42911434173584,2.210449457168579,2.774783134460449,1.3855361938476562,2.810173749923706,-89.2573013305664,5.296299457550049,0.7184721907515441,-89.54561614990234,2.1724298000335693,0.0,0.0,0.0,0.034236036241054535,0.0,0.0,100,0.2,0.165,0.0,954,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.10802125185728073,0.04780968651175499,0.0,mpnn,6,4,16,curvature_attention_max,32,39,381600,none,normalized_version_gap_with_gain,,3816.0,0.48795461654663086,0.48795461654663086,0.37874704599380493,,,,,0.5,0.0,,,,0.10802125185728073,0.04780968651175499,0.039793938398361206,0.05619370639324188,0.09645508229732513,0.17714343070983884,0.3354172110557556,0.04671833664178848,0.04780968651175499,0.023700250312685966
90,7.564493416659534,0.10984999993350357,0.10850176032375923,0.3,-0.19149823967624074,-0.6383274443098877,-0.6383274443098877,0.10890591889619827,0.0,0.0,False,0.00046705128625035286,9.148805618286133,0.3348732590675354,3.101937409155653e-06,0.0,0.05,0.011699912138283253,0.8,0.0,0.0,0.032393570989370346,0.007926984690129757,0.030849987640976906,-2.7465819840699623e-08,0.9999995827674866,7.5738749504089355,node_conditioned,25,True,True,False,-88.01103210449219,7.404023170471191,2.1892566680908203,2.963167667388916,1.4088016748428345,3.001598834991455,-87.17574310302734,5.403632640838623,0.6914442355274522,-89.09883880615234,2.118309259414673,0.0,0.0,0.0,0.032393570989370346,0.0,0.0,100,0.2,0.17,0.0,976,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.10890591889619827,0.047164324671030045,0.0,mpnn,6,4,16,curvature_attention_max,32,39,390400,none,normalized_version_gap_with_gain,,3904.0,0.48012158274650574,0.48012158274650574,0.36686334013938904,,,,,0.5,0.0,,,,0.10890591889619827,0.047164324671030045,0.03960004448890686,0.05904756486415863,0.09656280279159546,0.17714091837406157,0.33483654260635376,0.04616444557905197,0.047164324671030045,0.02083262987434864
91,8.21354670546949,0.10737499984446913,0.10793838008411419,0.3,-0.1920616199158858,-0.6402053783794401,-0.6402053783794401,0.107460618019104,0.0,0.0,False,0.0004579716478474438,10.229024887084961,0.3266982436180115,-3.4462957501091296e-06,0.0,0.05,0.008365975692868233,0.8,0.0,0.0,0.021334392949938774,0.01633252017199993,0.0337805338203907,-6.103515470812226e-09,0.9999997019767761,6.958381175994873,node_conditioned,25,True,True,False,-89.15601348876953,7.981482982635498,2.1696102619171143,3.1235523223876953,1.3710790872573853,3.1927366256713867,-89.27287292480469,6.998104095458984,0.7918552622585041,-90.54273223876953,2.0536932945251465,0.0,0.0,0.0,0.021334392949938774,0.0,0.0,100,0.2,0.17,0.0,1016,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.107460618019104,0.046637024730443954,0.0,mpnn,6,4,16,curvature_attention_max,32,39,406400,none,normalized_version_gap_with_gain,,4064.0,0.47599849104881287,0.47599849104881287,0.36422523856163025,,,,,0.5,0.0,,,,0.107460618019104,0.046637024730443954,0.03894603252410889,0.05787721276283264,0.09651459753513336,0.17505019307136535,0.33576443791389465,0.04559199884533882,0.046637024730443954,0.021300286054611206
92,7.8889911733567715,0.10412499980069696,0.10603168994240558,0.3,-0.1939683100575944,-0.646561011973281,-0.646561011973281,0.10352285206317902,0.0,0.0,False,0.00040285440627485514,7.768582820892334,0.3206217288970947,-1.0891720876315958e-06,0.0,0.05,0.00829341635107994,0.8,0.0,0.0,0.03544657677412033,0.013887840323150158,0.023635372519493103,-1.2207030941624453e-08,0.9999995827674866,8.029250144958496,node_conditioned,25,True,True,False,-87.77421569824219,7.327063083648682,2.0595695972442627,2.6124253273010254,1.3443301916122437,2.8101749420166016,-87.58943176269531,5.2567219734191895,0.7142168259842684,-90.49058532714844,1.8625165224075317,0.0,0.0,0.0,0.03544657677412033,0.0,0.0,100,0.2,0.1725,0.0,1016,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.10352285206317902,0.04705646634101868,0.0,mpnn,6,4,16,curvature_attention_max,32,39,406400,none,normalized_version_gap_with_gain,,4064.0,0.48387253284454346,0.48387253284454346,0.3726518154144287,,,,,0.5,0.0,,,,0.10352285206317902,0.04705646634101868,0.03825250267982483,0.054709362983703616,0.09148332476615906,0.17239290177822114,0.336480051279068,0.045903682708740234,0.04705646634101868,0.02037765644490719
93,7.86701134711504,0.10669999983627348,0.10636584488933953,0.3,-0.19363415511066046,-0.6454471621872961,-0.6454471621872961,0.10612260550260544,0.0,0.0,False,0.00027952107484452426,6.344259738922119,0.3322964310646057,2.9614293453050777e-05,0.0,0.05,0.013457853347063065,0.8,0.0,0.0,0.04039066284894943,0.01860005222260952,0.022843701764941216,0.0,0.9999997019767761,9.080102920532227,node_conditioned,25,True,True,False,-87.60518646240234,7.077629566192627,2.2080278396606445,3.0216970443725586,1.3436400890350342,2.5422496795654297,-87.29139709472656,5.086552619934082,0.7502017890796396,-88.13609313964844,2.147587299346924,0.0,0.0,0.0,0.04039066284894943,0.0,0.0,100,0.2,0.1825,0.0,934,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.10612260550260544,0.049802374094724655,0.0,mpnn,6,4,16,curvature_attention_max,32,39,373600,none,normalized_version_gap_with_gain,,3736.0,0.4770374000072479,0.4770374000072479,0.3633645474910736,,,,,0.5,0.0,,,,0.10612260550260544,0.049802374094724655,0.03738826513290405,0.05244919955730438,0.09346213936805725,0.17524729371070857,0.33847469091415405,0.04876058176159859,0.049802374094724655,0.022595304995775223
94,7.645050003044307,0.11104999966919422,0.10870792227926687,0.3,-0.19129207772073312,-0.6376402378144358,-0.6376402378144358,0.11154348403215408,0.0,0.0,False,0.0007131281308829784,8.088459014892578,0.3435795307159424,5.5945532949408516e-05,0.0,0.05,0.022894887253642082,0.8,0.0,0.0,0.04691089317202568,0.009557146579027176,0.041089341044425964,-3.051757957450718e-08,0.9999997019767761,7.8315839767456055,node_conditioned,25,True,True,False,-87.23719787597656,7.427172660827637,2.1705572605133057,3.145744562149048,1.3177989721298218,2.855645179748535,-86.6667709350586,5.596778869628906,0.7396652135432329,-88.1696548461914,2.3347575664520264,0.0,0.0,0.0,0.04691089317202568,0.0,0.0,100,0.2,0.17,0.0,1076,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.11154348403215408,0.051520511507987976,0.0,mpnn,6,4,16,curvature_attention_max,32,39,430400,none,normalized_version_gap_with_gain,,4304.0,0.511452853679657,0.511452853679657,0.39673352241516113,,,,,0.5,0.0,,,,0.11154348403215408,0.051520511507987976,0.037461161613464355,0.05623893141746521,0.09830108284950256,0.1860717803239822,0.34098076820373535,0.05046488344669342,0.051520511507987976,0.02205638214945793
95,8.222836878709495,0.114449999849312,0.11157896106428944,0.3,-0.18842103893571055,-0.6280701088500316,-0.6280701088500316,0.11325773596763611,0.0,0.0,False,0.000720646814443171,8.033466339111328,0.34052297472953796,6.730494078510674e-06,0.0,0.05,0.015627291053533554,0.8,0.0,0.0,0.037136856466531754,0.013632338494062424,0.04415092617273331,3.356933575560106e-08,0.9999996423721313,7.436870574951172,node_conditioned,25,True,True,False,-88.25393676757812,7.723042964935303,2.42313814163208,3.5203590393066406,1.3239166736602783,2.7924461364746094,-88.65092468261719,6.064952373504639,0.7880102663630683,-92.65760803222656,2.0325965881347656,0.0,0.0,0.0,0.037136856466531754,0.0,0.0,100,0.2,0.19,0.0,1048,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.11325773596763611,0.05166877061128616,0.0,mpnn,6,4,16,curvature_attention_max,32,39,419200,none,normalized_version_gap_with_gain,,4192.0,0.48851174116134644,0.48851174116134644,0.385199636220932,,,,,0.5,0.0,,,,0.11325773596763611,0.05166877061128616,0.03777530789375305,0.056579488515853885,0.10271109640598297,0.18368296623229977,0.34722959995269775,0.05062461271882057,0.05166877061128616,0.02319546975195408
96,8.305432052463294,0.10944999981671572,0.11051448044050258,0.3,-0.1894855195594974,-0.6316183774777122,-0.6316183774777122,0.11264634132385254,0.0,0.0,False,0.0008330730488523841,5.844163417816162,0.3340148627758026,-3.470237061264925e-05,0.0,0.05,0.013440269976854324,0.8,0.0,0.0,0.03969823569059372,0.01257313136011362,0.04808240011334419,2.7465819840699623e-08,0.9999995231628418,9.139248847961426,node_conditioned,25,True,True,False,-87.7680892944336,7.419549942016602,2.283489942550659,2.7998969554901123,1.2948999404907227,2.3631300926208496,-88.32183837890625,5.666203022003174,0.8260633876932697,-91.23693084716797,2.4556379318237305,0.0,0.0,0.0,0.03969823569059372,0.0,0.0,100,0.2,0.1875,0.0,972,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.11264634132385254,0.05344344675540924,0.0,mpnn,6,4,16,curvature_attention_max,32,39,388800,none,normalized_version_gap_with_gain,,3888.0,0.4845527112483978,0.4845527112483978,0.370540052652359,,,,,0.5,0.0,,,,0.11264634132385254,0.05344344675540924,0.037199467420578,0.05520657598972321,0.09927533566951752,0.18699119091033933,0.3475056290626526,0.05240919440984726,0.05344344675540924,0.02388482540845871
97,7.564286608323455,0.10944999990519136,0.10998224017284697,0.3,-0.19001775982715302,-0.633392511644093,-0.633392511644093,0.11011537909507751,0.0,0.0,False,0.0006045568734407425,6.9742913246154785,0.32987430691719055,-1.0217376257060096e-05,0.0,0.05,0.010144360363483429,0.8,0.0,0.0,0.03772265091538429,0.006187702529132366,0.03626580908894539,0.0,0.9999995827674866,8.908514976501465,node_conditioned,25,True,True,False,-86.25405883789062,6.685896396636963,2.135133981704712,2.804879665374756,1.3064521551132202,2.6037778854370117,-85.67201232910156,4.598006248474121,0.6793223446888284,-88.52482604980469,2.3881113529205322,0.0,0.0,0.0,0.03772265091538429,0.0,0.0,100,0.2,0.1975,0.0,942,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.11011537909507751,0.05441701412200928,0.0,mpnn,6,4,16,curvature_attention_max,32,39,376800,none,normalized_version_gap_with_gain,,3768.0,0.4863230586051941,0.4863230586051941,0.36852848529815674,,,,,0.5,0.0,,,,0.11011537909507751,0.05441701412200928,0.03578251227736473,0.053242501616477964,0.0966319590806961,0.18857322037219998,0.34897732734680176,0.05342087149620056,0.05441701412200928,0.023981107398867607
98,8.198233329989016,0.10860000006854534,0.10929112012069615,0.3,-0.19070887987930385,-0.6356962450744713,-0.6356962450744713,0.10930246859788895,0.0,0.0,False,0.0004109855508431792,6.194706916809082,0.33387017250061035,4.880782216787338e-05,0.0,0.05,0.012383894994854927,0.8,0.0,0.0,0.04439236596226692,0.01484640408307314,0.030970647931098938,3.051757957450718e-08,0.9999995827674866,9.159662246704102,node_conditioned,25,True,True,False,-87.37715911865234,7.129939556121826,2.0978636741638184,2.9579670429229736,1.2669363021850586,2.4666130542755127,-87.71062469482422,5.353958606719971,0.7877478567009363,-89.1849594116211,2.176347494125366,0.0,0.0,0.0,0.04439236596226692,0.0,0.0,100,0.2,0.205,0.0,986,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.10930246859788895,0.05440333113074303,0.0,mpnn,6,4,16,curvature_attention_max,32,39,394400,none,normalized_version_gap_with_gain,,3944.0,0.4887107014656067,0.4887107014656067,0.3753228783607483,,,,,0.5,0.0,,,,0.10930246859788895,0.05440333113074303,0.03536349534988403,0.05233680307865143,0.09559705853462219,0.18639273941516876,0.34870004653930664,0.05323195457458496,0.05440333113074303,0.02335311844944954
99,7.24106894377619,0.11112499981652946,0.1102080599686128,0.3,-0.1897919400313872,-0.6326397790166314,-0.6326397790166314,0.11173579096794128,0.0,0.0,False,0.0007043365039862692,8.30820369720459,0.33795401453971863,-5.718874035665067e-06,0.0,0.05,0.016302917152643204,0.8,0.0,0.0,0.03551638871431351,0.008233827538788319,0.04050437733530998,-1.831054774470431e-08,0.9999997019767761,7.989569187164307,node_conditioned,25,True,True,False,-85.22946166992188,6.809132099151611,2.0458242893218994,2.8633792400360107,1.2643202543258667,2.8264267444610596,-84.396728515625,4.998182773590088,0.680220115530166,-90.15705871582031,2.0958259105682373,0.0,0.0,0.0,0.03551638871431351,0.0,0.0,100,0.2,0.2,0.0,1044,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.11173579096794128,0.05423644930124283,0.0,mpnn,6,4,16,curvature_attention_max,32,39,417600,none,normalized_version_gap_with_gain,,4176.0,0.49099084734916687,0.49099084734916687,0.38211020827293396,,,,,0.5,0.0,,,,0.11173579096794128,0.05423644930124283,0.034756481647491455,0.053108370304107665,0.09861555695533752,0.19038771986961364,0.34932562708854675,0.05298671871423721,0.05423644930124283,0.021656407043337822
100,7.949171232767403,0.10834999992977828,0.10927902994919554,0.3,-0.19072097005080446,-0.6357365456447968,-0.6357365456447968,0.1105009987950325,0.0,0.0,False,0.0006090308306738734,6.692986011505127,0.32813674211502075,-1.3184084309614263e-05,0.0,0.05,0.009779371321201324,0.8,0.0,0.0,0.026028208434581757,0.01605341210961342,0.040651705116033554,-1.831054774470431e-08,0.9999995827674866,8.623810768127441,node_conditioned,25,True,True,False,-86.52989959716797,7.1545515060424805,2.179720878601074,2.83833909034729,1.2913730144500732,2.589129686355591,-86.61996459960938,5.455943584442139,0.7748002646808396,-89.24343872070312,1.8775455951690674,0.0,0.0,0.0,0.026028208434581757,0.0,0.0,100,0.2,0.1925,0.0,980,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.1105009987950325,0.05547536164522171,0.0,mpnn,6,4,16,curvature_attention_max,32,39,392000,none,normalized_version_gap_with_gain,,3920.0,0.4821476340293884,0.4821476340293884,0.3644351065158844,,,,,0.5,0.0,,,,0.1105009987950325,0.05547536164522171,0.034448087215423584,0.052771566435694695,0.09680965542793274,0.19295159876346582,0.35242629051208496,0.054426636546850204,0.05547536164522171,0.02265184558928013
101,7.7651474802196025,0.1098250000178814,0.10955201498353848,0.3,-0.1904479850164615,-0.6348265955606519,-0.6348265955606519,0.10971836000680923,0.0,0.0,False,0.0005852164467796683,8.274203300476074,0.32657942175865173,6.221107469173148e-05,0.0,0.05,0.008291243575513363,0.8,0.0,0.0,0.030927427113056183,0.004546643700450659,0.03425219655036926,0.0,0.9999996423721313,6.870026111602783,node_conditioned,25,True,True,False,-85.90816497802734,7.699186325073242,1.9650737047195435,3.020590305328369,1.2637088298797607,2.8928439617156982,-85.78351593017578,6.39074182510376,0.7950974261073158,-86.85015869140625,2.08001708984375,0.0,0.0,0.0,0.030927427113056183,0.0,0.0,100,0.2,0.18,0.0,1012,curvature_stage2_mpnn_v3_6_node_curvature,True,,,,,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|node_curvature_score,,,,,,,,,,,,,,,,0.10971836000680923,0.05472300574183464,0.0,mpnn,6,4,16,curvature_attention_max,32,39,404800,none,normalized_version_gap_with_gain,,4048.0,0.4963819682598114,0.4963819682598114,0.3806021809577942,,,,,0.5,0.0,,,,0.10971836000680923,0.05472300574183464,0.03387266397476196,0.05227944254875183,0.09582960605621338,0.1918977439403534,0.35250240564346313,0.05351035296916962,0.05472300574183464,0.018565282225608826
