checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model
250,u0.20_s03,nn,100,500,0.2,0.1,0.12945404648780823,0.12945404648780823,5.488061616161618,0.1277,0.12945404648780823,0.08807608485221863,0.02239784598350525,0.03730371594429016,0.10110995918512344,0.25854070484638214,0.42568737268447876,0.08693446964025497,0.08807608485221863,0.021993255242705345,community,curvature
250,u0.20_s03,matched_random,100,500,0.2,0.1,0.12945404648780823,0.12945404648780823,7.121033535353535,0.1298,0.12945401668548584,2.9802322387695312e-08,0.12945404648780823,0.12945404648780823,0.12945404648780823,0.12945404648780823,0.12945404648780823,2.9802322387695312e-08,2.9802322387695312e-08,1.4901161193847656e-08,community,curvature
250,u0.20_s04,nn,100,500,0.2,0.1,0.12266888469457626,0.12266888469457626,5.474663434343436,0.12455999999999999,0.12266888469457626,0.08481766283512115,0.02232876420021057,0.033990907669067386,0.09439942240715027,0.2464599460363388,0.3545040488243103,0.0837613120675087,0.08481766283512115,0.022656230255961418,community,curvature
250,u0.20_s04,matched_random,100,500,0.2,0.1,0.12266888469457626,0.12266888469457626,7.069727878787883,0.12154,0.12266887724399567,7.450580596923828e-09,0.12266888469457626,0.12266888469457626,0.12266888469457626,0.12266888469457626,0.12266888469457626,0.0,7.450580596923828e-09,1.4901161193847656e-08,community,curvature
200,u0.20_s00,nn,100,500,0.2,0.1,0.12767867743968964,0.12767867743968964,5.9953038383838315,0.13276,0.12767867743968964,0.08182922750711441,0.040464937686920166,0.04185700118541717,0.10031220316886902,0.23181696534156798,0.23196548223495483,0.08079086244106293,0.08182922750711441,0.0069910804741084576,community,no_curvature
200,u0.20_s01,nn,100,500,0.2,0.1,0.13066795468330383,0.13066795468330383,5.263456363636368,0.12958,0.13066795468330383,0.08295638859272003,0.04048922657966614,0.0417214035987854,0.10856077075004578,0.23188254237174988,0.2319657802581787,0.08178961277008057,0.08295638859272003,0.005870115011930466,community,no_curvature
200,u0.20_s02,nn,100,500,0.2,0.1,0.13034728169441223,0.13034728169441223,5.958012323232325,0.12932,0.13034728169441223,0.0822879821062088,0.04067732021212578,0.041804319620132445,0.10950227081775665,0.23185038566589355,0.23196515440940857,0.08121691644191742,0.0822879821062088,0.00635320832952857,community,no_curvature
200,u0.20_s03,nn,100,500,0.2,0.1,0.12927153706550598,0.12927153706550598,5.68136383838384,0.12961999999999999,0.12927153706550598,0.08221621811389923,0.040658414363861084,0.04183218777179718,0.10511448979377747,0.23185627162456512,0.23196539282798767,0.08106361329555511,0.08221621811389923,0.006994275376200676,community,no_curvature
200,u0.20_s04,nn,100,500,0.2,0.1,0.12898984551429749,0.12898984551429749,5.566596969696975,0.13061999999999999,0.12898984551429749,0.08259692788124084,0.040563732385635376,0.04172762036323547,0.1030556857585907,0.23186797499656675,0.23196518421173096,0.0815252959728241,0.08259692788124084,0.006899936590343714,community,no_curvature
250,u0.25_s00,nn,100,500,0.25,0.1,0.12348775565624237,0.12348775565624237,7.878318585858584,0.12514,0.12348775565624237,0.08411341160535812,0.02233564853668213,0.035129731893539434,0.09796188771724701,0.2449040055274963,0.36600613594055176,0.08309626579284668,0.08411341160535812,0.021362334489822388,community,curvature
