checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model,node_count,model_label
160,n110_s04,nn,110,200,0.2,0.1,0.1116083562374115,0.1116083562374115,5.246382819015847,0.1074090909090909,0.1116083562374115,0.06574901193380356,0.02601158618927002,0.04162604808807373,0.09324276447296143,0.20780056118965154,0.39536771178245544,0.06451091170310974,0.06574901193380356,0.019893581047654152,community,v32_curvature,110,V3.2 curvature MPNN
200,n110_s00,nn,110,200,0.2,0.1,0.12968289852142334,0.12968289852142334,6.582150959132606,0.12722727272727272,0.12968289852142334,0.08016856014728546,0.040731340646743774,0.04221635162830353,0.10949821770191193,0.23160201609134673,0.23196542263031006,0.07843933999538422,0.08016856014728546,0.00889627356082201,community,v32_no_curvature,110,V3.2 no-curvature MPNN
200,n110_s01,nn,110,200,0.2,0.1,0.12647241353988647,0.12647241353988647,6.562741034195161,0.12813636363636363,0.12647241353988647,0.07998564839363098,0.04081225395202637,0.042184512689709665,0.10137060284614563,0.2316578835248947,0.2319650948047638,0.0781775489449501,0.07998564839363098,0.009452122263610363,community,v32_no_curvature,110,V3.2 no-curvature MPNN
200,n110_s02,nn,110,200,0.2,0.1,0.12806877493858337,0.12806877493858337,6.0484537114261885,0.13063636363636363,0.12806877493858337,0.08051392436027527,0.04068690538406372,0.04214164614677429,0.10393080115318298,0.2316710501909256,0.23196536302566528,0.0788116604089737,0.08051392436027527,0.010362613946199417,community,v32_no_curvature,110,V3.2 no-curvature MPNN
200,n110_s03,nn,110,200,0.2,0.1,0.12813352048397064,0.12813352048397064,6.626796080066721,0.12640909090909092,0.12813352048397064,0.08035977184772491,0.04068857431411743,0.04213715195655823,0.10462570190429688,0.23167970329523085,0.2319648563861847,0.07860805839300156,0.08035977184772491,0.008955373428761959,community,v32_no_curvature,110,V3.2 no-curvature MPNN
200,n110_s04,nn,110,200,0.2,0.1,0.13033287227153778,0.13033287227153778,5.399519599666392,0.12636363636363637,0.13033287227153778,0.08149058371782303,0.04062613844871521,0.04207768142223358,0.10898631811141968,0.23182127475738523,0.23196455836296082,0.0796092301607132,0.08149058371782303,0.009473116137087345,community,v32_no_curvature,110,V3.2 no-curvature MPNN
160,n120_s00,nn,120,200,0.2,0.1,0.10566068440675735,0.10566068440675735,6.125236344537816,0.10716666666666666,0.10566068440675735,0.06298141181468964,0.025817155838012695,0.03971250057220459,0.08686424791812897,0.19369079172611242,0.3907186985015869,0.061888035386800766,0.06298141181468964,0.019971754401922226,community,v32_curvature,120,V3.2 curvature MPNN
160,n120_s01,nn,120,200,0.2,0.1,0.10744190216064453,0.10744190216064453,5.872908963585433,0.10716666666666666,0.10744190216064453,0.06359053403139114,0.025706470012664795,0.041631835699081424,0.08777618408203125,0.2015425801277161,0.3449678421020508,0.06252352893352509,0.06359053403139114,0.020590707659721375,community,v32_curvature,120,V3.2 curvature MPNN
160,n120_s02,nn,120,200,0.2,0.1,0.1144736036658287,0.1144736036658287,6.03275,0.114625,0.1144736036658287,0.06759747862815857,0.02583467960357666,0.04398705959320068,0.09731581807136536,0.21412341594696044,0.39641308784484863,0.0665324479341507,0.06759747862815857,0.024240659549832344,community,v32_curvature,120,V3.2 curvature MPNN
160,n120_s03,nn,120,200,0.2,0.1,0.11145907640457153,0.11145907640457153,5.983120098039215,0.11104166666666666,0.11145907640457153,0.06607483327388763,0.0257548987865448,0.04374234974384308,0.09278328716754913,0.2138862103223801,0.39670756459236145,0.06489967554807663,0.06607483327388763,0.022442663088440895,community,v32_curvature,120,V3.2 curvature MPNN
160,n120_s04,nn,120,200,0.2,0.1,0.10916449874639511,0.10916449874639511,6.262205882352941,0.11058333333333333,0.10916449874639511,0.06478369981050491,0.025407373905181885,0.04152789115905762,0.0930972695350647,0.1997143357992173,0.3959556221961975,0.06379944086074829,0.06478369981050491,0.02215614728629589,community,v32_curvature,120,V3.2 curvature MPNN
200,n120_s00,nn,120,200,0.2,0.1,0.12734879553318024,0.12734879553318024,6.452980392156859,0.12979166666666667,0.12734879553318024,0.08039531856775284,0.04073607921600342,0.04212686717510223,0.10266172885894775,0.23167656362056732,0.23196545243263245,0.07870170474052429,0.08039531856775284,0.008194218389689922,community,v32_no_curvature,120,V3.2 no-curvature MPNN
200,n120_s01,nn,120,200,0.2,0.1,0.12681379914283752,0.12681379914283752,6.586196428571426,0.12862500000000002,0.12681379914283752,0.07981308549642563,0.04061698913574219,0.04214925169944763,0.1022317111492157,0.23149865865707397,0.23196470737457275,0.07808145880699158,0.07981308549642563,0.010746454820036888,community,v32_no_curvature,120,V3.2 no-curvature MPNN
200,n120_s02,nn,120,200,0.2,0.1,0.1287139505147934,0.1287139505147934,5.668161764705883,0.12754166666666666,0.1287139505147934,0.08086200803518295,0.040680885314941406,0.04209830164909363,0.10506276786327362,0.23173163235187533,0.23196521401405334,0.07898421585559845,0.08086200803518295,0.010964510031044483,community,v32_no_curvature,120,V3.2 no-curvature MPNN
200,n120_s03,nn,120,200,0.2,0.1,0.1288347989320755,0.1288347989320755,6.074128501400562,0.12929166666666667,0.1288347989320755,0.08079341053962708,0.04072543978691101,0.04216662645339966,0.10543455183506012,0.23169137239456178,0.23196527361869812,0.0789746642112732,0.08079341053962708,0.009584841318428516,community,v32_no_curvature,120,V3.2 no-curvature MPNN
