node,af3_min_edge,af3_min_curvature,af3_min_normalized_score,orc_min_edge,orc_min_curvature,rank_score_af3_min,rank_score_af3_normalized,rank_score_orc_min,scenario_id,topology_seed
84,79-84,-8.0,0.34782608695652173,79-84,-0.02840909090909083,8.0,0.34782608695652173,0.02840909090909083,auto_004,2577944920
85,73-85,-5.0,0.21739130434782608,73-85,-0.06666666666666643,5.0,0.21739130434782608,0.06666666666666643,auto_004,2577944920
86,55-86,-2.0,0.11764705882352941,82-86,0.01388888888888884,2.0,0.11764705882352941,-0.01388888888888884,auto_004,2577944920
87,64-87,-7.0,0.5384615384615384,67-87,-0.2727272727272727,7.0,0.5384615384615384,0.2727272727272727,auto_004,2577944920
88,54-88,0.0,-0.0,54-88,0.26190476190476186,-0.0,-0.0,-0.26190476190476186,auto_004,2577944920
89,50-89,-2.0,0.18181818181818182,50-89,0.08333333333333315,2.0,0.18181818181818182,-0.08333333333333315,auto_004,2577944920
90,64-90,-2.0,0.11764705882352941,64-90,0.16666666666666685,2.0,0.11764705882352941,-0.16666666666666685,auto_004,2577944920
91,73-91,-6.0,0.25,73-91,-0.09230769230769265,6.0,0.25,0.09230769230769265,auto_004,2577944920
92,75-92,-11.0,0.4230769230769231,75-92,-0.12053571428571463,11.0,0.4230769230769231,0.12053571428571463,auto_004,2577944920
93,50-93,-2.0,0.18181818181818182,50-93,0.08333333333333315,2.0,0.18181818181818182,-0.08333333333333315,auto_004,2577944920
94,50-94,-2.0,0.18181818181818182,50-94,0.08333333333333326,2.0,0.18181818181818182,-0.08333333333333326,auto_004,2577944920
95,56-95,-9.0,0.5,56-95,-0.1607142857142856,9.0,0.5,0.1607142857142856,auto_004,2577944920
96,51-96,-8.0,0.7272727272727273,51-96,-0.20000000000000018,8.0,0.7272727272727273,0.20000000000000018,auto_004,2577944920
97,70-97,-17.0,0.85,70-97,-0.38888888888888906,17.0,0.85,0.38888888888888906,auto_004,2577944920
98,56-98,-10.0,0.625,56-98,-0.22916666666666674,10.0,0.625,0.22916666666666674,auto_004,2577944920
99,62-99,-12.0,0.5714285714285714,62-99,-0.31730769230769207,12.0,0.5714285714285714,0.31730769230769207,auto_004,2577944920
0,0-28,0.0,-0.0,0-28,0.06666666666666654,-0.0,-0.0,-0.06666666666666654,auto_005,4249973344
1,1-18,-4.0,0.3076923076923077,1-18,1.1102230246251565e-16,4.0,0.3076923076923077,-1.1102230246251565e-16,auto_005,4249973344
2,2-4,-10.0,0.5263157894736842,2-4,-0.24107142857142838,10.0,0.5263157894736842,0.24107142857142838,auto_005,4249973344
3,3-43,-3.0,0.3333333333333333,3-43,0.11666666666666659,3.0,0.3333333333333333,-0.11666666666666659,auto_005,4249973344
4,2-4,-10.0,0.5263157894736842,4-41,-0.6190476190476193,10.0,0.5263157894736842,0.6190476190476193,auto_005,4249973344
5,5-33,1.0,0.0,5-33,0.2571428571428571,-1.0,0.0,-0.2571428571428571,auto_005,4249973344
6,6-26,-11.0,0.55,6-26,-0.2517482517482519,11.0,0.55,0.2517482517482519,auto_005,4249973344
7,7-28,-3.0,0.14285714285714285,7-28,0.05128205128205132,3.0,0.14285714285714285,-0.05128205128205132,auto_005,4249973344
8,8-30,-10.0,0.4,8-30,-0.18137254901960764,10.0,0.4,0.18137254901960764,auto_005,4249973344
9,9-30,-12.0,0.5714285714285714,9-30,-0.34935897435897423,12.0,0.5714285714285714,0.34935897435897423,auto_005,4249973344
10,10-11,-7.0,0.5384615384615384,10-11,0.008333333333333415,7.0,0.5384615384615384,-0.008333333333333415,auto_005,4249973344
11,10-11,-7.0,0.5384615384615384,11-42,-0.018181818181818077,7.0,0.5384615384615384,0.018181818181818077,auto_005,4249973344
12,12-30,-13.0,0.5909090909090909,12-30,-0.3273809523809519,13.0,0.5909090909090909,0.3273809523809519,auto_005,4249973344
13,13-28,-6.0,0.5,13-28,-0.20833333333333326,6.0,0.5,0.20833333333333326,auto_005,4249973344
14,4-14,-8.0,0.7272727272727273,4-14,-0.4642857142857144,8.0,0.7272727272727273,0.4642857142857144,auto_005,4249973344
15,15-23,3.0,0.0,15-41,0.33333333333333326,-3.0,0.0,-0.33333333333333326,auto_005,4249973344
16,16-20,-5.0,0.45454545454545453,16-20,-0.2589285714285716,5.0,0.45454545454545453,0.2589285714285716,auto_005,4249973344
17,17-32,-15.0,0.625,17-32,-0.3743589743589748,15.0,0.625,0.3743589743589748,auto_005,4249973344
18,1-18,-4.0,0.3076923076923077,1-18,1.1102230246251565e-16,4.0,0.3076923076923077,-1.1102230246251565e-16,auto_005,4249973344
19,19-31,-7.0,0.3684210526315789,19-32,-0.15833333333333321,7.0,0.3684210526315789,0.15833333333333321,auto_005,4249973344
20,14-20,-8.0,0.7272727272727273,20-79,-0.330357142857143,8.0,0.7272727272727273,0.330357142857143,auto_005,4249973344
21,12-21,-4.0,0.21052631578947367,4-21,-0.15079365079365115,4.0,0.21052631578947367,0.15079365079365115,auto_005,4249973344
22,22-30,-5.0,0.25,22-30,-0.08333333333333348,5.0,0.25,0.08333333333333348,auto_005,4249973344
23,20-23,-4.0,0.4,20-23,-0.2857142857142856,4.0,0.4,0.2857142857142856,auto_005,4249973344
24,24-36,-3.0,0.16666666666666666,24-36,0.09090909090909083,3.0,0.16666666666666666,-0.09090909090909083,auto_005,4249973344
25,2-25,-4.0,0.21052631578947367,2-25,0.08035714285714302,4.0,0.21052631578947367,-0.08035714285714302,auto_005,4249973344
26,6-26,-11.0,0.55,6-26,-0.2517482517482519,11.0,0.55,0.2517482517482519,auto_005,4249973344
27,27-31,-1.0,0.045454545454545456,17-27,0.17832167832167822,1.0,0.045454545454545456,-0.17832167832167822,auto_005,4249973344
28,28-79,-10.0,0.625,28-79,-0.47916666666666674,10.0,0.625,0.47916666666666674,auto_005,4249973344
29,2-29,-4.0,0.21052631578947367,2-29,0.08035714285714302,4.0,0.21052631578947367,-0.08035714285714302,auto_005,4249973344
30,12-30,-13.0,0.5909090909090909,9-30,-0.34935897435897423,13.0,0.5909090909090909,0.34935897435897423,auto_005,4249973344
31,19-31,-7.0,0.3684210526315789,30-31,-0.08333333333333348,7.0,0.3684210526315789,0.08333333333333348,auto_005,4249973344
32,17-32,-15.0,0.625,17-32,-0.3743589743589748,15.0,0.625,0.3743589743589748,auto_005,4249973344
33,20-33,-2.0,0.25,20-33,-0.17142857142857126,2.0,0.25,0.17142857142857126,auto_005,4249973344
34,1-34,-1.0,0.0625,1-34,0.14583333333333326,1.0,0.0625,-0.14583333333333326,auto_005,4249973344
35,31-35,-1.0,0.045454545454545456,17-35,0.17832167832167845,1.0,0.045454545454545456,-0.17832167832167845,auto_005,4249973344
36,4-36,-5.0,0.35714285714285715,4-36,-0.2012987012987011,5.0,0.35714285714285715,0.2012987012987011,auto_005,4249973344
37,28-37,-4.0,0.25,28-37,0.02083333333333326,4.0,0.25,-0.02083333333333326,auto_005,4249973344
38,2-38,2.0,0.0,2-38,0.1875000000000001,-2.0,0.0,-0.1875000000000001,auto_005,4249973344
39,1-39,-1.0,0.045454545454545456,28-39,0.06547619047619058,1.0,0.045454545454545456,-0.06547619047619058,auto_005,4249973344
40,1-40,-1.0,0.0625,1-40,0.14583333333333326,1.0,0.0625,-0.14583333333333326,auto_005,4249973344
41,4-41,-9.0,1.0,4-41,-0.6190476190476193,9.0,1.0,0.6190476190476193,auto_005,4249973344
42,11-42,-6.0,0.5,11-42,-0.018181818181818077,6.0,0.5,0.018181818181818077,auto_005,4249973344
43,12-43,-5.0,0.25,4-43,-0.17857142857142883,5.0,0.25,0.17857142857142883,auto_005,4249973344
44,6-44,-6.0,0.4,44-47,-0.02083333333333326,6.0,0.4,0.02083333333333326,auto_005,4249973344
45,23-45,3.0,0.0,23-45,0.33333333333333326,-3.0,0.0,-0.33333333333333326,auto_005,4249973344
46,33-46,1.0,0.0,33-46,0.25714285714285723,-1.0,0.0,-0.25714285714285723,auto_005,4249973344
47,44-47,-4.0,0.4,44-47,-0.02083333333333326,4.0,0.4,0.02083333333333326,auto_005,4249973344
48,4-48,-9.0,0.75,4-48,-0.4920634920634921,9.0,0.75,0.4920634920634921,auto_005,4249973344
49,43-49,-3.0,0.16666666666666666,43-49,0.03333333333333366,3.0,0.16666666666666666,-0.03333333333333366,auto_005,4249973344
50,50-74,-10.0,0.5263157894736842,50-71,-0.2272727272727273,10.0,0.5263157894736842,0.2272727272727273,auto_005,4249973344
51,51-64,-3.0,0.3333333333333333,51-64,-0.16666666666666674,3.0,0.3333333333333333,0.16666666666666674,auto_005,4249973344
52,52-66,-8.0,0.34782608695652173,52-64,-0.15584415584415612,8.0,0.34782608695652173,0.15584415584415612,auto_005,4249973344
53,53-74,-10.0,0.625,53-74,-0.08333333333333326,10.0,0.625,0.08333333333333326,auto_005,4249973344
54,54-56,-7.0,0.4375,54-56,-0.0625,7.0,0.4375,0.0625,auto_005,4249973344
55,55-57,-5.0,0.25,55-57,-0.0174825174825175,5.0,0.25,0.0174825174825175,auto_005,4249973344
56,56-61,-8.0,0.5714285714285714,56-68,-0.13690476190476186,8.0,0.5714285714285714,0.13690476190476186,auto_005,4249973344
57,55-57,-5.0,0.25,55-57,-0.0174825174825175,5.0,0.25,0.0174825174825175,auto_005,4249973344
58,58-94,-11.0,0.4782608695652174,58-94,-0.1749999999999996,11.0,0.4782608695652174,0.1749999999999996,auto_005,4249973344
59,59-88,-2.0,0.11764705882352941,59-88,0.06818181818181812,2.0,0.11764705882352941,-0.06818181818181812,auto_005,4249973344
60,55-60,-5.0,0.25,55-60,-0.0174825174825175,5.0,0.25,0.0174825174825175,auto_005,4249973344
61,56-61,-8.0,0.5714285714285714,61-88,-0.09999999999999987,8.0,0.5714285714285714,0.09999999999999987,auto_005,4249973344
62,62-91,-13.0,0.5909090909090909,62-85,-0.18376068376068333,13.0,0.5909090909090909,0.18376068376068333,auto_005,4249973344
63,63-74,-4.0,0.3076923076923077,63-96,-0.15000000000000013,4.0,0.3076923076923077,0.15000000000000013,auto_005,4249973344
64,64-74,-9.0,0.6,64-74,-0.24999999999999956,9.0,0.6,0.24999999999999956,auto_005,4249973344
65,65-90,-4.0,0.21052631578947367,65-90,-0.01984126984126977,4.0,0.21052631578947367,0.01984126984126977,auto_005,4249973344
66,66-80,-10.0,0.45454545454545453,66-80,-0.15000000000000013,10.0,0.45454545454545453,0.15000000000000013,auto_005,4249973344
67,67-98,-3.0,0.25,67-98,0.17460317460317454,3.0,0.25,-0.17460317460317454,auto_005,4249973344
68,68-89,-10.0,0.4,68-74,-0.17261904761904745,10.0,0.4,0.17261904761904745,auto_005,4249973344
69,62-69,-8.0,0.34782608695652173,69-74,-0.14285714285714257,8.0,0.34782608695652173,0.14285714285714257,auto_005,4249973344
70,62-70,-9.0,0.5,62-70,-0.1837606837606831,9.0,0.5,0.1837606837606831,auto_005,4249973344
71,50-71,-8.0,0.5714285714285714,50-71,-0.2272727272727273,8.0,0.5714285714285714,0.2272727272727273,auto_005,4249973344
72,72-90,-7.0,0.3684210526315789,72-90,-0.05555555555555558,7.0,0.3684210526315789,0.05555555555555558,auto_005,4249973344
73,73-91,-9.0,0.375,73-91,-0.048717948717948545,9.0,0.375,0.048717948717948545,auto_005,4249973344
74,50-74,-10.0,0.5263157894736842,64-74,-0.24999999999999956,10.0,0.5263157894736842,0.24999999999999956,auto_005,4249973344
75,50-75,-4.0,0.3076923076923077,50-75,0.0,4.0,0.3076923076923077,-0.0,auto_005,4249973344
76,74-76,-7.0,0.4375,63-76,-0.10000000000000009,7.0,0.4375,0.10000000000000009,auto_005,4249973344
77,77-89,-7.0,0.3684210526315789,77-89,0.054166666666666696,7.0,0.3684210526315789,-0.054166666666666696,auto_005,4249973344
78,66-78,-9.0,0.375,66-78,-0.07291666666666652,9.0,0.375,0.07291666666666652,auto_005,4249973344
79,28-79,-10.0,0.625,28-79,-0.47916666666666674,10.0,0.625,0.47916666666666674,auto_005,4249973344
80,66-80,-10.0,0.45454545454545453,66-80,-0.15000000000000013,10.0,0.45454545454545453,0.15000000000000013,auto_005,4249973344
81,55-81,-5.0,0.25,55-81,-0.01748251748251728,5.0,0.25,0.01748251748251728,auto_005,4249973344
82,82-86,-6.0,0.3333333333333333,62-82,-0.02403846153846123,6.0,0.3333333333333333,0.02403846153846123,auto_005,4249973344
83,62-83,-6.0,0.2857142857142857,74-83,-0.08333333333333326,6.0,0.2857142857142857,0.08333333333333326,auto_005,4249973344
84,58-84,-8.0,0.4,58-84,-0.04444444444444451,8.0,0.4,0.04444444444444451,auto_005,4249973344
85,62-85,-9.0,0.5,62-85,-0.18376068376068333,9.0,0.5,0.18376068376068333,auto_005,4249973344
86,58-86,-10.0,0.4,58-86,-0.12380952380952337,10.0,0.4,0.12380952380952337,auto_005,4249973344
87,79-87,-6.0,0.5,79-87,-0.25,6.0,0.5,0.25,auto_005,4249973344
88,61-88,-6.0,0.5,61-88,-0.09999999999999987,6.0,0.5,0.09999999999999987,auto_005,4249973344
89,62-89,-12.0,0.5,62-89,-0.08974358974358965,12.0,0.5,0.08974358974358965,auto_005,4249973344
90,72-90,-7.0,0.3684210526315789,72-90,-0.05555555555555558,7.0,0.3684210526315789,0.05555555555555558,auto_005,4249973344
91,62-91,-13.0,0.5909090909090909,62-91,-0.15384615384615397,13.0,0.5909090909090909,0.15384615384615397,auto_005,4249973344
92,66-92,-8.0,0.34782608695652173,64-92,-0.15584415584415612,8.0,0.34782608695652173,0.15584415584415612,auto_005,4249973344
93,57-93,-2.0,0.18181818181818182,81-93,0.2272727272727273,2.0,0.18181818181818182,-0.2272727272727273,auto_005,4249973344
94,58-94,-11.0,0.4782608695652174,58-94,-0.1749999999999996,11.0,0.4782608695652174,0.1749999999999996,auto_005,4249973344
95,95-98,-3.0,0.25,95-98,0.17460317460317465,3.0,0.25,-0.17460317460317465,auto_005,4249973344
96,52-96,-4.0,0.3076923076923077,63-96,-0.15000000000000013,4.0,0.3076923076923077,0.15000000000000013,auto_005,4249973344
97,91-97,-9.0,0.375,91-97,-0.04871794871794877,9.0,0.375,0.04871794871794877,auto_005,4249973344
98,89-98,-5.0,0.25,73-98,0.09999999999999998,5.0,0.25,-0.09999999999999998,auto_005,4249973344
99,51-99,-3.0,0.3333333333333333,51-99,-0.04761904761904745,3.0,0.3333333333333333,0.04761904761904745,auto_005,4249973344
0,0-47,-3.0,0.16666666666666666,0-47,-0.0641025641025641,3.0,0.16666666666666666,0.0641025641025641,auto_006,2933112034
1,1-4,-4.0,0.3076923076923077,1-4,-0.17142857142857149,4.0,0.3076923076923077,0.17142857142857149,auto_006,2933112034
2,2-9,-5.0,0.25,2-9,0.05714285714285716,5.0,0.25,-0.05714285714285716,auto_006,2933112034
3,3-18,1.0,0.0,3-18,0.09999999999999987,-1.0,0.0,-0.09999999999999987,auto_006,2933112034
4,4-12,-6.0,0.4,4-12,-0.23809523809523814,6.0,0.4,0.23809523809523814,auto_006,2933112034
5,5-25,-10.0,0.7692307692307693,5-25,-0.4236111111111114,10.0,0.7692307692307693,0.4236111111111114,auto_006,2933112034
6,6-31,-5.0,0.25,6-47,-0.08333333333333304,5.0,0.25,0.08333333333333304,auto_006,2933112034
7,4-7,-1.0,0.14285714285714285,7-22,0.04166666666666674,1.0,0.14285714285714285,-0.04166666666666674,auto_006,2933112034
8,8-47,-15.0,0.7142857142857143,8-47,-0.47916666666666696,15.0,0.7142857142857143,0.47916666666666696,auto_006,2933112034
9,2-9,-5.0,0.25,2-9,0.05714285714285716,5.0,0.25,-0.05714285714285716,auto_006,2933112034
10,10-25,-11.0,0.7857142857142857,10-25,-0.4444444444444442,11.0,0.7857142857142857,0.4444444444444442,auto_006,2933112034
11,11-41,-2.0,0.11764705882352941,11-41,0.0636363636363636,2.0,0.11764705882352941,-0.0636363636363636,auto_006,2933112034
12,4-12,-6.0,0.4,4-12,-0.23809523809523814,6.0,0.4,0.23809523809523814,auto_006,2933112034
13,13-21,-4.0,0.18181818181818182,13-21,0.13095238095238104,4.0,0.18181818181818182,-0.13095238095238104,auto_006,2933112034
14,14-18,-7.0,0.7,14-18,-0.41666666666666674,7.0,0.7,0.41666666666666674,auto_006,2933112034
15,15-40,-13.0,0.8125,15-40,-0.4175824175824172,13.0,0.8125,0.4175824175824172,auto_006,2933112034
16,16-18,-7.0,0.7,16-18,-0.41666666666666674,7.0,0.7,0.41666666666666674,auto_006,2933112034
17,17-41,-2.0,0.11764705882352941,17-41,0.0636363636363636,2.0,0.11764705882352941,-0.0636363636363636,auto_006,2933112034
18,14-18,-7.0,0.7,14-18,-0.41666666666666674,7.0,0.7,0.41666666666666674,auto_006,2933112034
19,19-48,-10.0,1.0,19-48,-0.5208333333333333,10.0,1.0,0.5208333333333333,auto_006,2933112034
20,20-31,-6.0,0.5,20-31,-0.26666666666666683,6.0,0.5,0.26666666666666683,auto_006,2933112034
21,21-47,-11.0,0.6470588235294118,21-47,-0.4166666666666663,11.0,0.6470588235294118,0.4166666666666663,auto_006,2933112034
22,22-34,-6.0,1.0,22-34,-0.3809523809523805,6.0,1.0,0.3809523809523805,auto_006,2933112034
23,0-23,0.0,-0.0,0-23,0.1282051282051282,-0.0,-0.0,-0.1282051282051282,auto_006,2933112034
24,24-25,-8.0,0.5714285714285714,24-25,-0.2777777777777779,8.0,0.5714285714285714,0.2777777777777779,auto_006,2933112034
25,10-25,-11.0,0.7857142857142857,10-25,-0.4444444444444442,11.0,0.7857142857142857,0.4444444444444442,auto_006,2933112034
26,13-26,-2.0,0.1,26-34,0.1142857142857141,2.0,0.1,-0.1142857142857141,auto_006,2933112034
27,18-27,-4.0,0.21052631578947367,18-27,0.01666666666666683,4.0,0.21052631578947367,-0.01666666666666683,auto_006,2933112034
28,28-51,-9.0,0.75,28-51,-0.5,9.0,0.75,0.5,auto_006,2933112034
29,29-30,-2.0,0.08695652173913043,18-29,0.06818181818181823,2.0,0.08695652173913043,-0.06818181818181823,auto_006,2933112034
30,5-30,-5.0,0.25,5-30,0.03125,5.0,0.25,-0.03125,auto_006,2933112034
31,20-31,-6.0,0.5,20-31,-0.26666666666666683,6.0,0.5,0.26666666666666683,auto_006,2933112034
32,32-38,-6.0,0.6666666666666666,32-38,-0.3214285714285712,6.0,0.6666666666666666,0.3214285714285712,auto_006,2933112034
33,0-33,0.0,-0.0,0-33,0.12820512820512842,-0.0,-0.0,-0.12820512820512842,auto_006,2933112034
34,22-34,-6.0,1.0,22-34,-0.3809523809523805,6.0,1.0,0.3809523809523805,auto_006,2933112034
35,18-35,-4.0,0.21052631578947367,18-35,0.01666666666666672,4.0,0.21052631578947367,-0.01666666666666672,auto_006,2933112034
36,36-84,-13.0,1.0,36-84,-0.7071428571428569,13.0,1.0,0.7071428571428569,auto_006,2933112034
37,1-37,0.0,-0.0,1-37,0.050000000000000044,-0.0,-0.0,-0.050000000000000044,auto_006,2933112034
38,32-38,-6.0,0.6666666666666666,32-38,-0.3214285714285712,6.0,0.6666666666666666,0.3214285714285712,auto_006,2933112034
39,34-39,-2.0,0.11764705882352941,34-39,0.10714285714285732,2.0,0.11764705882352941,-0.10714285714285732,auto_006,2933112034
40,15-40,-13.0,0.8125,15-40,-0.4175824175824172,13.0,0.8125,0.4175824175824172,auto_006,2933112034
41,11-41,-2.0,0.11764705882352941,41-47,-0.015151515151514916,2.0,0.11764705882352941,0.015151515151514916,auto_006,2933112034
42,30-42,-2.0,0.08695652173913043,18-42,0.06818181818181823,2.0,0.08695652173913043,-0.06818181818181823,auto_006,2933112034
43,43-48,-5.0,0.25,43-48,0.03125,5.0,0.25,-0.03125,auto_006,2933112034
44,44-51,-9.0,0.75,44-51,-0.5500000000000003,9.0,0.75,0.5500000000000003,auto_006,2933112034
45,18-45,1.0,0.0,18-45,0.09999999999999987,-1.0,0.0,-0.09999999999999987,auto_006,2933112034
46,8-46,-1.0,0.04,8-46,0.11778846153846156,1.0,0.04,-0.11778846153846156,auto_006,2933112034
47,8-47,-15.0,0.7142857142857143,8-47,-0.47916666666666696,15.0,0.7142857142857143,0.47916666666666696,auto_006,2933112034
48,19-48,-10.0,1.0,19-48,-0.5208333333333333,10.0,1.0,0.5208333333333333,auto_006,2933112034
49,25-49,-4.0,0.4,25-49,0.0,4.0,0.4,-0.0,auto_006,2933112034
50,50-89,-6.0,0.5,50-89,-0.375,6.0,0.5,0.375,auto_006,2933112034
51,28-51,-9.0,0.75,44-51,-0.5500000000000003,9.0,0.75,0.5500000000000003,auto_006,2933112034
52,52-88,-8.0,0.5714285714285714,52-89,-0.375,8.0,0.5714285714285714,0.375,auto_006,2933112034
53,53-88,-6.0,0.4,53-88,-0.2611111111111113,6.0,0.4,0.2611111111111113,auto_006,2933112034
54,54-56,-13.0,0.5909090909090909,54-56,-0.392857142857143,13.0,0.5909090909090909,0.392857142857143,auto_006,2933112034
55,55-88,-2.0,0.14285714285714285,55-88,-0.03750000000000009,2.0,0.14285714285714285,0.03750000000000009,auto_006,2933112034
56,54-56,-13.0,0.5909090909090909,54-56,-0.392857142857143,13.0,0.5909090909090909,0.392857142857143,auto_006,2933112034
57,57-64,2.0,0.0,57-64,0.22303921568627483,-2.0,0.0,-0.22303921568627483,auto_006,2933112034
58,58-88,-8.0,0.47058823529411764,58-88,-0.331818181818182,8.0,0.47058823529411764,0.331818181818182,auto_006,2933112034
59,59-68,-8.0,0.5714285714285714,59-93,0.015151515151515249,8.0,0.5714285714285714,-0.015151515151515249,auto_006,2933112034
60,60-63,-5.0,0.45454545454545453,60-63,-0.11111111111111116,5.0,0.45454545454545453,0.11111111111111116,auto_006,2933112034
61,61-66,-4.0,0.21052631578947367,61-89,-0.04166666666666652,4.0,0.21052631578947367,0.04166666666666652,auto_006,2933112034
62,62-87,0.0,-0.0,51-62,0.13750000000000018,-0.0,-0.0,-0.13750000000000018,auto_006,2933112034
63,60-63,-5.0,0.45454545454545453,60-63,-0.11111111111111116,5.0,0.45454545454545453,0.11111111111111116,auto_006,2933112034
64,64-90,-13.0,0.5909090909090909,64-90,-0.3202614379084967,13.0,0.5909090909090909,0.3202614379084967,auto_006,2933112034
65,65-74,-8.0,0.47058823529411764,65-74,-0.09999999999999964,8.0,0.47058823529411764,0.09999999999999964,auto_006,2933112034
66,54-66,-13.0,0.5909090909090909,54-66,-0.3511904761904763,13.0,0.5909090909090909,0.3511904761904763,auto_006,2933112034
67,67-91,4.0,0.0,67-95,0.30294117647058827,-4.0,0.0,-0.30294117647058827,auto_006,2933112034
68,68-73,-9.0,0.5,68-73,-0.12857142857142856,9.0,0.5,0.12857142857142856,auto_006,2933112034
69,69-89,-3.0,0.2,69-89,-0.10227272727272751,3.0,0.2,0.10227272727272751,auto_006,2933112034
70,70-88,-1.0,0.1,70-88,0.1499999999999998,1.0,0.1,-0.1499999999999998,auto_006,2933112034
71,71-89,-6.0,0.5,71-89,-0.375,6.0,0.5,0.375,auto_006,2933112034
72,66-72,-1.0,0.04,66-72,0.18095238095238098,1.0,0.04,-0.18095238095238098,auto_006,2933112034
73,73-95,-11.0,0.55,73-95,-0.16386554621848726,11.0,0.55,0.16386554621848726,auto_006,2933112034
74,64-74,-12.0,0.5,64-74,-0.26470588235294135,12.0,0.5,0.26470588235294135,auto_006,2933112034
75,75-88,-6.0,0.5,75-88,-0.18333333333333357,6.0,0.5,0.18333333333333357,auto_006,2933112034
76,76-84,-5.0,0.35714285714285715,76-84,-0.18750000000000022,5.0,0.35714285714285715,0.18750000000000022,auto_006,2933112034
77,77-89,-3.0,0.2,77-89,-0.10227272727272729,3.0,0.2,0.10227272727272729,auto_006,2933112034
78,74-78,-6.0,0.2857142857142857,74-78,-0.03571428571428581,6.0,0.2857142857142857,0.03571428571428581,auto_006,2933112034
79,73-79,-8.0,0.5714285714285714,73-79,-0.16233766233766223,8.0,0.5714285714285714,0.16233766233766223,auto_006,2933112034
80,66-80,-2.0,0.08695652173913043,66-80,0.13736263736263743,2.0,0.08695652173913043,-0.13736263736263743,auto_006,2933112034
81,64-81,2.0,0.0,64-81,0.22303921568627483,-2.0,0.0,-0.22303921568627483,auto_006,2933112034
82,63-82,-5.0,0.45454545454545453,63-82,-0.11111111111111116,5.0,0.45454545454545453,0.11111111111111116,auto_006,2933112034
83,83-87,0.0,-0.0,51-83,0.13750000000000007,-0.0,-0.0,-0.13750000000000007,auto_006,2933112034
84,36-84,-13.0,1.0,36-84,-0.7071428571428569,13.0,1.0,0.7071428571428569,auto_006,2933112034
85,63-85,0.0,-0.0,63-85,0.23611111111111116,-0.0,-0.0,-0.23611111111111116,auto_006,2933112034
86,79-86,-2.0,0.1,53-86,0.11111111111111116,2.0,0.1,-0.11111111111111116,auto_006,2933112034
87,87-90,-7.0,0.3684210526315789,87-90,-0.02777777777777768,7.0,0.3684210526315789,0.02777777777777768,auto_006,2933112034
88,52-88,-8.0,0.5714285714285714,58-88,-0.331818181818182,8.0,0.5714285714285714,0.331818181818182,auto_006,2933112034
89,64-89,-9.0,0.42857142857142855,50-89,-0.375,9.0,0.42857142857142855,0.375,auto_006,2933112034
90,64-90,-13.0,0.5909090909090909,64-90,-0.3202614379084967,13.0,0.5909090909090909,0.3202614379084967,auto_006,2933112034
91,89-91,-9.0,0.42857142857142855,89-91,-0.19852941176470562,9.0,0.42857142857142855,0.19852941176470562,auto_006,2933112034
92,88-92,-6.0,0.4,88-92,-0.26111111111111085,6.0,0.4,0.26111111111111085,auto_006,2933112034
93,59-93,-7.0,0.7,59-93,0.015151515151515249,7.0,0.7,-0.015151515151515249,auto_006,2933112034
94,65-94,-4.0,0.25,51-94,0.04999999999999971,4.0,0.25,-0.04999999999999971,auto_006,2933112034
95,74-95,-12.0,0.5,74-95,-0.2647058823529409,12.0,0.5,0.2647058823529409,auto_006,2933112034
96,61-96,-2.0,0.1,56-96,0.18809523809523798,2.0,0.1,-0.18809523809523798,auto_006,2933112034
97,52-97,0.0,-0.0,52-97,0.1875000000000001,-0.0,-0.0,-0.1875000000000001,auto_006,2933112034
98,61-98,0.0,-0.0,66-98,0.1919642857142856,-0.0,-0.0,-0.1919642857142856,auto_006,2933112034
99,73-99,-4.0,0.4,73-99,-0.1428571428571428,4.0,0.4,0.1428571428571428,auto_006,2933112034
0,0-12,0.0,-0.0,0-12,0.19047619047619058,-0.0,-0.0,-0.19047619047619058,auto_007,398766571
1,1-42,-6.0,0.4,1-38,-0.031468531468531236,6.0,0.4,0.031468531468531236,auto_007,398766571
2,2-24,-12.0,0.6666666666666666,2-37,-0.3749999999999998,12.0,0.6666666666666666,0.3749999999999998,auto_007,398766571
3,3-6,-5.0,0.25,3-17,-0.08333333333333326,5.0,0.25,0.08333333333333326,auto_007,398766571
4,4-94,-11.0,0.6470588235294118,4-94,-0.4818181818181817,11.0,0.6470588235294118,0.4818181818181817,auto_007,398766571
5,5-44,-8.0,0.7272727272727273,5-6,0.0,8.0,0.7272727272727273,-0.0,auto_007,398766571
6,6-41,-7.0,0.3684210526315789,6-41,-0.09469696969696995,7.0,0.3684210526315789,0.09469696969696995,auto_007,398766571
7,7-11,-3.0,0.3333333333333333,7-11,-0.0952380952380949,3.0,0.3333333333333333,0.0952380952380949,auto_007,398766571
8,8-57,-13.0,0.8125,8-57,-0.5303030303030298,13.0,0.8125,0.5303030303030298,auto_007,398766571
9,9-34,-6.0,0.2857142857142857,9-48,0.0,6.0,0.2857142857142857,-0.0,auto_007,398766571
10,10-19,-6.0,0.4,10-44,-0.04761904761904767,6.0,0.4,0.04761904761904767,auto_007,398766571
11,7-11,-3.0,0.3333333333333333,7-11,-0.0952380952380949,3.0,0.3333333333333333,0.0952380952380949,auto_007,398766571
12,12-23,-6.0,0.25,12-23,-0.0625,6.0,0.25,0.0625,auto_007,398766571
13,13-30,-3.0,0.2,13-30,-0.045454545454545414,3.0,0.2,0.045454545454545414,auto_007,398766571
