actual_tx_ratio,alpha,base_tx_ratio,calibrated_intercept,candidate_id,dynamic_repeat_index,evaluated_on_full,evaluation_phase,mean_VAoI,mean_tail_VAoI,phase,phase_slots,search_probability_mean,topology_index
0.10007999999999999,1.0,0.1,-2.613983154296875,13,1,True,full,7.895625656565651,20.29348686868686,coarse,500,0.10214112640291127,18
0.09422000000000001,1.0,0.1,-2.613983154296875,13,0,True,full,7.538500606060599,19.43595555555556,coarse,500,0.09666913086456275,19
0.09612,1.0,0.1,-2.613983154296875,13,1,True,full,7.735473737373739,19.910606060606064,coarse,500,0.09666913086456275,19
0.08747999999999999,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,9.102064848484844,23.150149494949492,coarse,500,0.08640667641424876,0
0.08704,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,9.754933737373726,25.42052121212119,coarse,500,0.08640667641424876,0
0.09044,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,8.392287474747471,21.736577777777775,coarse,500,0.09156139726927127,1
0.09386,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.3449898989898985,19.149329292929316,coarse,500,0.09156139726927127,1
0.08614000000000001,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,7.504422222222227,20.0058707070707,coarse,500,0.08582855259143801,2
0.08522,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.53465454545455,19.909713131313126,coarse,500,0.08582855259143801,2
0.08872,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,8.088420000000003,21.801842424242434,coarse,500,0.08821802641561578,3
0.0867,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.663774747474748,20.663826262626262,coarse,500,0.08821802641561578,3
0.08938,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,8.042708080808081,20.693543434343457,coarse,500,0.08835168373213617,4
0.08912,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,8.037518181818188,20.482436363636353,coarse,500,0.08835168373213617,4
0.08332,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,8.453113939393937,21.79822222222223,coarse,500,0.08334635151970764,5
0.08514,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,8.486898383838389,21.425018181818167,coarse,500,0.08334635151970764,5
0.09068,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,7.299687272727276,18.756864646464656,coarse,500,0.09120891144905792,6
0.09046,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.125422828282826,18.205482828282843,coarse,500,0.09120891144905792,6
0.0867,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,7.740600606060603,20.161575757575772,coarse,500,0.08756441927106776,7
0.08676,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.894525656565656,20.35509494949495,coarse,500,0.08756441927106776,7
0.08432,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,8.120343838383834,21.330892929292908,coarse,500,0.08607727353286672,8
0.0825,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,8.1022202020202,22.211717171717176,coarse,500,0.08607727353286672,8
0.08646000000000001,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,9.393282424242427,23.687115151515165,coarse,500,0.08637511410366516,9
0.08446,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,9.971770303030302,25.72178181818179,coarse,500,0.08637511410366516,9
0.09176000000000001,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,7.187760404040415,18.589224242424244,coarse,500,0.09057996270718065,10
0.09192,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.06585898989899,18.872509090909098,coarse,500,0.09057996270718065,10
0.08773999999999998,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,8.61297454545454,23.00810505050506,coarse,500,0.0867177948697135,11
0.08757999999999999,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,8.295845252525252,21.91332525252525,coarse,500,0.0867177948697135,11
0.09046,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,8.296431111111104,21.075062626262614,coarse,500,0.0904043793823584,12
0.08846,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,8.07896909090909,20.85285656565656,coarse,500,0.0904043793823584,12
0.08696,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,7.35124242424243,18.94555555555554,coarse,500,0.08671138586475986,13
0.08789999999999999,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.46139232323233,19.637131313131327,coarse,500,0.08671138586475986,13
0.08753999999999999,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,8.11080424242424,20.98631515151516,coarse,500,0.08855248502280935,14
0.09122,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.808791919191919,20.179717171717172,coarse,500,0.08855248502280935,14
0.08892,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,7.310747878787877,19.187701010100994,coarse,500,0.08845972865563219,15
0.08778000000000001,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.487065656565654,18.764169696969685,coarse,500,0.08845972865563219,15
0.08506,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,7.622866262626263,19.911244444444435,coarse,500,0.08412002802229022,16
0.08358,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.462048282828281,19.558537373737362,coarse,500,0.08412002802229022,16
0.0863,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,7.698444040404043,20.607038383838383,coarse,500,0.08804751582075215,17
0.08650000000000001,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.263115757575756,18.92564444444443,coarse,500,0.08804751582075215,17
