episode,mean_VAoI,avg_tx_ratio,target_tx_ratio,n_nodes,update_probability,lagrange,actor_loss,critic_loss,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages
211,5.158647075459361,0.19997999991476537,0.1,100,0.05,21.233580007281148,-0.0050039528869092464,4722.06591796875,0.234,0.99,960
212,6.712841425664723,0.19938000014424323,0.1,100,0.05,21.332960007425392,-0.005003918893635273,32792.1875,0.238,1.0,1048
213,5.15274303202331,0.19850000025331974,0.1,100,0.05,21.431460007678712,-0.0050040301866829395,9866.6435546875,0.254,0.99,1008
214,5.408111323602498,0.20391999970376493,0.1,100,0.05,21.53538000738248,-0.005004478618502617,4424.8193359375,0.252,1.0,946
215,4.157349903769791,0.19692000009119512,0.1,100,0.05,21.632300007473674,-0.005003712605684996,1934.8179931640625,0.242,0.99,960
216,4.470189896903932,0.2005200001001358,0.1,100,0.05,21.73282000757381,-0.005004200618714094,2169.53466796875,0.252,1.0,932
217,6.288607868663966,0.2019799998998642,0.1,100,0.05,21.834800007473675,-0.0050044250674545765,17024.431640625,0.238,1.0,968
218,7.288302828885615,0.20163999997079374,0.1,100,0.05,21.936440007444467,-0.005003558937460184,39628.57421875,0.248,0.99,1078
219,5.622137978479266,0.19950000025331974,0.1,100,0.05,22.035940007697786,-0.005003802478313446,4970.99267578125,0.24,1.0,902
220,4.331146662648767,0.1997400001734495,0.1,100,0.05,22.135680007871237,-0.005004179663956165,2972.63427734375,0.236,1.0,950
221,6.684264635205269,0.20089999990165233,0.1,100,0.05,22.23658000777289,-0.005004141014069319,28684.384765625,0.252,1.0,1000
222,6.086718576610088,0.20478000037372113,0.1,100,0.05,22.341360008146612,-0.0050039272755384445,15148.2158203125,0.252,1.0,1068
223,5.189841621726751,0.2008999997228384,0.1,100,0.05,22.44226000786945,-0.005003494676202536,3741.850830078125,0.236,1.0,968
224,5.212886876985431,0.19855999967455865,0.1,100,0.05,22.54082000754401,-0.005003988277167082,14020.9541015625,0.23,1.0,970
225,4.718912727355957,0.1994000000730157,0.1,100,0.05,22.640220007617025,-0.005003789439797401,6835.078125,0.252,0.99,1068
226,4.593706466481089,0.20073999959230424,0.1,100,0.05,22.740960007209328,-0.0050043812952935696,2508.97705078125,0.248,1.0,904
227,4.630027068816125,0.1996400000602007,0.1,100,0.05,22.84060000726953,-0.005003911443054676,5687.40771484375,0.244,1.0,954
228,4.1980159562900665,0.1995200001746416,0.1,100,0.05,22.940120007444172,-0.0050043826922774315,3125.460205078125,0.246,1.0,980
229,4.793224029727281,0.20245999981462956,0.1,100,0.05,23.042580007258803,-0.005004426464438438,5315.7177734375,0.244,1.0,1046
230,4.789059188731015,0.20325999975204467,0.1,100,0.05,23.145840007010847,-0.005004540551453829,4651.25146484375,0.256,1.0,946
231,5.456194139182568,0.20195999991893768,0.1,100,0.05,23.247800006929783,-0.005003581754863262,21250.94921875,0.25,1.0,1096
232,4.742820392988622,0.19698000018298625,0.1,100,0.05,23.344780007112767,-0.005003762897104025,3051.98291015625,0.248,0.99,1036
233,4.246638179298491,0.19960000029206276,0.1,100,0.05,23.44438000740483,-0.005004079546779394,2544.5810546875,0.25,1.0,990
234,5.609449280261994,0.2016599996984005,0.1,100,0.05,23.546040007103233,-0.005003961734473705,4237.78955078125,0.26,1.0,1044
235,4.89532968467474,0.20021999964118004,0.1,100,0.05,23.646260006744413,-0.005004296079277992,3705.841552734375,0.262,0.99,934
236,4.261513132780791,0.1982800000309944,0.1,100,0.05,23.744540006775406,-0.005004217382520437,2088.36767578125,0.244,0.99,1058
237,4.150344450980425,0.20062000031769275,0.1,100,0.05,23.8451600070931,-0.005004242993891239,3226.831298828125,0.252,1.0,970
238,6.100673528298736,0.19955999983102082,0.1,100,0.05,23.944720006924122,-0.005003632046282291,22526.640625,0.242,0.99,990
239,6.66762402331829,0.1977800001204014,0.1,100,0.05,24.042500007044524,-0.005003961734473705,44262.19140625,0.238,1.0,1042
240,6.125483432851731,0.19934000035375357,0.1,100,0.05,24.141840007398276,-0.005004514940083027,7370.40771484375,0.242,1.0,1006
241,7.356384236522019,0.19914000028371812,0.1,100,0.05,24.240980007681994,-0.005004065111279488,44369.125,0.238,1.0,1096
242,4.832184642471373,0.20065999963879586,0.1,100,0.05,24.34164000732079,-0.005003972444683313,3111.38818359375,0.242,1.0,1074
243,5.048858583323658,0.19872000002861023,0.1,100,0.05,24.4403600073494,-0.005004078149795532,5408.2451171875,0.252,1.0,962
244,4.559277984514832,0.2024400001466274,0.1,100,0.05,24.54280000749603,-0.005003737285733223,2293.58203125,0.246,1.0,946
245,5.107094338327646,0.19812000021338463,0.1,100,0.05,24.640920007709415,-0.005003773141652346,14734.8935546875,0.238,1.0,986
246,4.795361424215138,0.2010799999088049,0.1,100,0.05,24.74200000761822,-0.005004094913601875,5430.64501953125,0.256,0.99,1036
247,7.396375967249274,0.19785999992489814,0.1,100,0.05,24.839860007543116,-0.005003985948860645,52597.23828125,0.236,1.0,1046
248,4.7048030280768875,0.1987800000011921,0.1,100,0.05,24.938640007544308,-0.005004106555134058,5993.84619140625,0.254,1.0,1044
249,5.637696763448417,0.19686000010371207,0.1,100,0.05,25.035500007648018,-0.00500474963337183,5149.2392578125,0.246,1.0,1066
250,5.323103627167642,0.19973999989032745,0.1,100,0.05,25.135240007538346,-0.0050041088834404945,3506.18701171875,0.24,1.0,1026
251,4.611444647490978,0.2008600001335144,0.1,100,0.05,25.236100007671862,-0.005004194099456072,2997.1845703125,0.268,1.0,1016
252,4.488166870847344,0.19867999986559154,0.1,100,0.05,25.334780007537454,-0.005003289319574833,2853.968017578125,0.252,1.0,942
253,5.237023229055106,0.2017800003886223,0.1,100,0.05,25.436560007926076,-0.005003850907087326,4758.65185546875,0.24,1.0,1006
254,5.899852934591472,0.19888000021874905,0.1,100,0.05,25.535440008144825,-0.005003993399441242,16023.333984375,0.23,1.0,968
255,6.943506279632449,0.1987400004863739,0.1,100,0.05,25.634180008631198,-0.005004078149795532,36070.94140625,0.262,1.0,940
256,4.662553130879998,0.19866000005602838,0.1,100,0.05,25.732840008687226,-0.0050034718587994576,4891.17919921875,0.244,1.0,1050
257,5.084027469113469,0.20007999993860723,0.1,100,0.05,25.832920008625834,-0.005003748927265406,6711.26806640625,0.234,0.99,1130
258,7.8582313039824365,0.20092000024020673,0.1,100,0.05,25.933840008866042,-0.005004283972084522,47673.16796875,0.242,1.0,964
259,3.8498571699038147,0.19976000015437603,0.1,100,0.05,26.033600009020418,-0.005003850441426039,4193.7802734375,0.27,1.0,992
260,6.159973742753268,0.20353999979794024,0.1,100,0.05,26.13714000881836,-0.005003991536796093,15577.50390625,0.248,1.0,932
261,4.813174341689796,0.20314000026881696,0.1,100,0.05,26.240280009087176,-0.0050036231987178326,4853.181640625,0.248,1.0,1036
262,4.522701611436903,0.20013999989628792,0.1,100,0.05,26.340420008983465,-0.005003935191780329,3140.44677734375,0.232,1.0,946
263,5.205986264698208,0.198319999858737,0.1,100,0.05,26.438740008842203,-0.005004068370908499,4583.6005859375,0.24,1.0,894
264,4.649978986620903,0.20119999969005584,0.1,100,0.05,26.53994000853226,-0.0050038485787808895,3180.98388671875,0.258,1.0,950
265,4.476356971628964,0.19870000012218952,0.1,100,0.05,26.63864000865445,-0.005004073493182659,3198.38916015625,0.254,0.99,1046
266,5.902677372857928,0.20095999991893768,0.1,100,0.05,26.739600008573387,-0.005003609228879213,17918.052734375,0.244,0.98,926
267,5.063182621777058,0.2001400001645088,0.1,100,0.05,26.839740008737895,-0.005004731472581625,5309.2607421875,0.262,0.99,936
268,7.085810303241015,0.20207999988645314,0.1,100,0.05,26.941820008624347,-0.005003972910344601,37950.86328125,0.24,1.0,1006
269,4.262818579368293,0.19937999987602234,0.1,100,0.05,27.04120000850037,-0.00500408886000514,4111.34716796875,0.246,1.0,918
270,5.397977180838585,0.19940000012516976,0.1,100,0.05,27.140600008625537,-0.005004599690437317,5287.98583984375,0.268,1.0,1102
271,4.844383843921125,0.1974400003105402,0.1,100,0.05,27.23804000893608,-0.0050040483474731445,6526.18408203125,0.246,1.0,910
272,5.268736555458978,0.20113999983668326,0.1,100,0.05,27.33918000877276,-0.005004237871617079,13202.3759765625,0.27,1.0,1082
273,5.64423515233025,0.2003999999910593,0.1,100,0.05,27.43958000876382,-0.0050037093460559845,10929.4970703125,0.24,1.0,972
274,6.564071109443903,0.200360000282526,0.1,100,0.05,27.539940009046344,-0.00500395568087697,23099.1875,0.252,1.0,1050
275,5.128896970458329,0.20079999977350235,0.1,100,0.05,27.640740008819847,-0.005003455560654402,6529.0810546875,0.258,1.0,1034
276,4.5197749562561516,0.2029999996870756,0.1,100,0.05,27.743740008506922,-0.0050036003813147545,3533.263427734375,0.244,1.0,1120
277,4.38928728499636,0.19840000000596048,0.1,100,0.05,27.84214000851288,-0.005003573372960091,3889.36376953125,0.248,1.0,1046
278,6.160003031380475,0.20129999980330468,0.1,100,0.05,27.943440008316188,-0.005003796424716711,22871.80078125,0.24,1.0,908
279,4.82974283195287,0.2019800000488758,0.1,100,0.05,28.045420008365063,-0.00500400410965085,5509.8447265625,0.246,1.0,1058
280,5.351416765846312,0.2015999995470047,0.1,100,0.05,28.14702000791207,-0.0050035263411700726,5989.380859375,0.242,1.0,1026
281,5.525376157872379,0.2014199998229742,0.1,100,0.05,28.24844000773504,-0.005004284903407097,19260.439453125,0.238,1.0,912
282,5.658338584944606,0.20091999976336955,0.1,100,0.05,28.34936000749841,-0.005004519131034613,8859.013671875,0.236,1.0,1038
283,4.682624850887805,0.19991999980807304,0.1,100,0.05,28.449280007306484,-0.005003860220313072,9390.7041015625,0.262,1.0,986
284,5.819713327482343,0.20146000003814699,0.1,100,0.05,28.550740007344633,-0.005003540311008692,5045.23828125,0.266,1.0,978
285,4.689426275845617,0.19734000007808208,0.1,100,0.05,28.648080007422713,-0.0050041889771819115,5506.4150390625,0.242,1.0,918
286,4.9985153604522345,0.1995199997872114,0.1,100,0.05,28.747600007209925,-0.005004497244954109,2799.408203125,0.248,1.0,918
287,7.0715676712282,0.2006199995726347,0.1,100,0.05,28.84822000678256,-0.005003720987588167,43629.78515625,0.242,1.0,964
288,7.23808587839827,0.19872000022232533,0.1,100,0.05,28.946940007004887,-0.005003855563700199,36897.30859375,0.262,0.98,1060
289,6.392294153422117,0.19866000008583068,0.1,100,0.05,29.04560000709072,-0.0050038923509418964,30995.3359375,0.244,1.0,958
290,4.751565658606589,0.20059999971091746,0.1,100,0.05,29.146200006801635,-0.005003566388040781,6110.64990234375,0.226,1.0,1052
291,7.690726061873138,0.20237999986112118,0.1,100,0.05,29.248580006662756,-0.005004220176488161,40112.69921875,0.244,0.99,1034
292,6.268322633013129,0.199599999666214,0.1,100,0.05,29.34818000632897,-0.005003844853490591,23099.404296875,0.232,0.99,1038
293,5.0209858572855595,0.1993200001940131,0.1,100,0.05,29.447500006522983,-0.0050044902600348,4261.96533203125,0.252,1.0,974
294,4.369483032286167,0.19840000031888486,0.1,100,0.05,29.54590000684187,-0.005004094447940588,4308.8466796875,0.24,1.0,1004
295,4.445651720017195,0.19914000017940997,0.1,100,0.05,29.64504000702128,-0.005004107020795345,2550.532958984375,0.258,1.0,966
296,5.3280998018682,0.1977200000882149,0.1,100,0.05,29.742760007109496,-0.005004023667424917,11588.423828125,0.238,0.99,962
297,6.377693137168884,0.20294000017642974,0.1,100,0.05,29.845700007285924,-0.005003855563700199,35639.1953125,0.244,1.0,978
298,4.453003840781748,0.1986800000667572,0.1,100,0.05,29.94438000735268,-0.005003462545573711,4695.03662109375,0.242,1.0,1002
299,5.0456299037411805,0.20193999993801118,0.1,100,0.05,30.046320007290692,-0.005004288163036108,7511.63916015625,0.232,1.0,924
