candidate_id,phase,evaluation_phase,base_tx_ratio,alpha,calibrated_intercept,calibration_probability_mean,search_probability_mean,actual_tx_ratio,mean_VAoI,mean_tail_VAoI,constraint_feasible,coarse_rank_within_alpha,evaluated_on_full,pruned_after_coarse,phase_slots,rank,selected
33,coarse,full,0.08750000000000002,1.8,-3.146514892578125,0.08749984434198516,0.08724219307362163,0.08733286111111112,7.459571089310643,20.250999060181687,True,2,True,False,500,37,False
12,coarse,full,0.08750000000000002,1.0,-2.771881103515625,0.0874994900288286,0.08736234393018075,0.08742578282828282,7.471955921452152,19.599147091353785,True,2,True,False,500,38,False
35,refine,full,0.09062500000000001,0.5,-2.513916015625,0.09062494462020564,0.09055685921250477,0.0907244419191919,7.527138763491642,19.54138498963163,True,,True,False,500,39,False
5,coarse,full,0.08750000000000002,0.5,-2.552490234375,0.0874992866330521,0.08743330011104654,0.08756416792929293,7.62312772292199,19.753407493795358,True,2,True,False,500,40,False
31,coarse,coarse,0.0625,1.8,-3.5150146484375,0.062499079904747165,0.06236193227187899,0.06330875,7.92599657747773,19.7923828252731,True,4,False,True,200,41,False
24,coarse,coarse,0.0625,1.5,-3.36956787109375,0.06249912502973985,0.06240217685157563,0.06342563131313131,7.934701812967373,19.64707814696468,True,4,False,True,200,42,False
17,coarse,coarse,0.0625,1.2,-3.22845458984375,0.0625001420050494,0.062437651873514334,0.06344708333333333,7.984266012691,19.574958003099738,True,4,False,True,200,43,False
10,coarse,coarse,0.0625,1.0,-3.1368408203125,0.062499412441255627,0.06245622778544618,0.0634704797979798,8.067349976640543,19.689784967985894,True,4,False,True,200,44,False
3,coarse,coarse,0.0625,0.5,-2.91632080078125,0.06250085056800513,0.06249117997487259,0.06338700757575758,8.240537899048315,19.83300652378648,True,4,False,True,200,45,False
30,coarse,coarse,0.05,1.8,-3.75390625,0.05000010610623446,0.0498867033450686,0.05074515151515151,8.98419492088226,21.690405915365396,True,5,False,True,200,46,False
