checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model,node_count
190,n090_s01,matched_random,90,200,0.2,0.1,0.11851825565099716,0.11851825565099716,6.632410736579277,0.11488888888888889,0.11851824074983597,1.4901161193847656e-08,0.11851825565099716,0.11851825565099716,0.11851825565099716,0.11851825565099716,0.11851825565099716,2.2351741790771484e-08,1.4901161193847656e-08,0.0,community,cross_model,90
190,n090_s02,nn,90,200,0.2,0.1,0.10947947949171066,0.10947947949171066,5.251716604244698,0.10827777777777776,0.10947947949171066,0.07466704398393631,0.021532833576202393,0.02883600890636444,0.09688691794872284,0.204909148812294,0.403421550989151,0.07337751239538193,0.07466704398393631,0.029031476005911827,community,cross_model,90
190,n090_s02,matched_random,90,200,0.2,0.1,0.10947947949171066,0.10947947949171066,7.397016853932586,0.11105555555555555,0.10947945713996887,2.2351741790771484e-08,0.10947947949171066,0.10947947949171066,0.10947947949171066,0.10947947949171066,0.10947947949171066,0.0,2.2351741790771484e-08,1.4901161193847656e-08,community,cross_model,90
190,n090_s03,nn,90,200,0.2,0.1,0.11550794541835785,0.11550794541835785,4.967757802746567,0.11372222222222221,0.11550794541835785,0.07596662640571594,0.021558910608291626,0.033706218004226685,0.09809468686580658,0.22412134110927584,0.40339964628219604,0.07450100779533386,0.07596662640571594,0.023225918412208557,community,cross_model,90
190,n090_s03,matched_random,90,200,0.2,0.1,0.11550794541835785,0.11550794541835785,6.686681647940072,0.11666666666666667,0.11550794541835785,0.0,0.11550794541835785,0.11550794541835785,0.11550794541835785,0.11550794541835785,0.11550794541835785,7.450580596923828e-09,0.0,1.4901161193847656e-08,community,cross_model,90
190,n090_s04,nn,90,200,0.2,0.1,0.11430064588785172,0.11430064588785172,5.476681647940074,0.11705555555555555,0.11430064588785172,0.07941383868455887,0.021484404802322388,0.031189516186714172,0.09474313259124756,0.21508527547121048,0.4035031199455261,0.07808016240596771,0.07941383868455887,0.031248552724719048,community,cross_model,90
190,n090_s04,matched_random,90,200,0.2,0.1,0.11430064588785172,0.11430064588785172,7.00247191011236,0.11205555555555556,0.11430063098669052,1.4901161193847656e-08,0.11430064588785172,0.11430064588785172,0.11430064588785172,0.11430064588785172,0.11430064588785172,0.0,1.4901161193847656e-08,2.2351741790771484e-08,community,cross_model,90
190,n100_s00,nn,100,200,0.2,0.1,0.11967206001281738,0.11967206001281738,5.316734343434341,0.1188,0.11967206001281738,0.07938516139984131,0.02165970206260681,0.03465246856212616,0.0993373841047287,0.2293082237243653,0.4034561812877655,0.07799127697944641,0.07938516139984131,0.025015726685523987,community,cross_model,100
190,n100_s00,matched_random,100,200,0.2,0.1,0.11967206001281738,0.11967206001281738,7.482463131313129,0.1215,0.11967206001281738,0.0,0.11967206001281738,0.11967206001281738,0.11967206001281738,0.11967206001281738,0.11967206001281738,7.450580596923828e-09,0.0,1.4901161193847656e-08,community,cross_model,100
190,n100_s01,nn,100,200,0.2,0.1,0.11346369981765747,0.11346369981765747,5.718519191919192,0.11315,0.11346369981765747,0.07387065142393112,0.02153947949409485,0.03466666638851166,0.0948941707611084,0.2240647047758103,0.40303173661231995,0.07266770303249359,0.07387065142393112,0.020920544862747192,community,cross_model,100
190,n100_s01,matched_random,100,200,0.2,0.1,0.11346369981765747,0.11346369981765747,7.299302525252525,0.11295,0.11346367001533508,2.9802322387695312e-08,0.11346369981765747,0.11346369981765747,0.11346369981765747,0.11346369981765747,0.11346369981765747,2.9802322387695312e-08,2.9802322387695312e-08,2.9802322387695312e-08,community,cross_model,100
190,n100_s02,nn,100,200,0.2,0.1,0.10890832543373108,0.10890832543373108,5.793548484848489,0.1104,0.10890832543373108,0.07140962034463882,0.021463219076395035,0.03333576321601868,0.09071477130055428,0.20898603200912483,0.301273912191391,0.07008521258831024,0.07140962034463882,0.02142847143113613,community,cross_model,100
