model,model_label,panel,slot,node,node_min_curvature,broadcast_probability
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,48,-6.0,0.09777013635635376
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,49,-9.0,0.07185900211334229
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,49,-9.0,0.10390525895357132
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,50,-15.0,0.0895092785358429
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,50,-15.0,0.09592465776205063
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,51,-1.0,0.12646782398223877
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,51,-1.0,0.0984248747229576
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,52,-8.0,0.1407325267791748
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,52,-8.0,0.10152504217624664
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,53,-5.0,0.09871700406074524
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,53,-5.0,0.09672608715295791
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,54,-6.0,0.13272473216056824
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,54,-6.0,0.1034641391634941
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,55,-1.0,0.07170218229293823
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,55,-1.0,0.09902613180875779
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,56,-9.0,0.10791978240013123
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,56,-9.0,0.09540495401620865
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,57,-17.0,0.13227492570877075
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,57,-17.0,0.09975960159301758
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,58,-9.0,0.11026668548583984
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,58,-9.0,0.09950306081771851
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,59,-17.0,0.14469429850578308
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,59,-17.0,0.10521739101409912
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,60,-5.0,0.09473955631256104
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,60,-5.0,0.09790238875150681
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,61,-6.0,0.07302027940750122
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,61,-6.0,0.09868234944343567
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,62,-6.0,0.12120932340621948
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,62,-6.0,0.09634415197372437
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,63,-9.0,0.07352122664451599
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,63,-9.0,0.10189967292547226
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,64,-11.0,0.11544933915138245
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,64,-11.0,0.09889533901214599
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,65,-9.0,0.10024458169937134
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,65,-9.0,0.09855207180976867
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,66,-9.0,0.06789422035217285
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,66,-9.0,0.0966124866604805
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,67,-5.0,0.07719269394874573
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,67,-5.0,0.10284800368547439
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,68,-5.0,0.077475905418396
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,68,-5.0,0.10180265212059021
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,69,-12.0,0.15237444639205933
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,69,-12.0,0.10193693894147873
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,70,-11.0,0.06763958930969238
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,70,-11.0,0.09734590607881546
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,71,-7.0,0.12812453508377075
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,71,-7.0,0.10324652874469757
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,72,-6.0,0.06827354431152344
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,72,-6.0,0.0968466300368309
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,73,-12.0,0.07181081175804138
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,73,-12.0,0.09990682595968246
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,74,-6.0,0.06855818629264832
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,74,-6.0,0.10438113367557525
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,75,-9.0,0.13015246391296387
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,75,-9.0,0.10201107054948806
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,76,-2.0,0.09286901354789734
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,76,-2.0,0.10848808491230011
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,77,-4.0,0.13391199707984924
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,77,-4.0,0.10260799986124039
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,78,-14.0,0.1192542016506195
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,78,-14.0,0.10144530582427978
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,79,-5.0,0.12708503007888794
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,79,-5.0,0.10109163999557495
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,80,-9.0,0.1254931092262268
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,80,-9.0,0.09805995875597
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,81,1.0,0.14129668474197388
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,81,1.0,0.09894429808855057
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,82,-9.0,0.11381399631500244
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,82,-9.0,0.10124251127243042
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,83,-4.0,0.1277245581150055
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,83,-4.0,0.10076179099082946
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,84,-7.0,0.14447802305221558
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,84,-7.0,0.09988050216436387
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,85,-17.0,0.08697211742401123
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,85,-17.0,0.09922549015283584
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,86,-9.0,0.11691910028457642
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,86,-9.0,0.09992531514167785
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,87,-14.0,0.13250306248664856
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,87,-14.0,0.1019691321849823
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,88,-9.0,0.11962723731994629
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,88,-9.0,0.10301596814393997
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,89,-9.0,0.11271828413009644
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,89,-9.0,0.09150145715475082
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,90,-6.0,0.14681214094161987
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,90,-6.0,0.09694258284568787
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,91,-1.0,0.11927634477615356
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,91,-1.0,0.10118887948989869
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,92,-8.0,0.10453152656555176
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,92,-8.0,0.09640505343675614
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,93,-17.0,0.07912486791610718
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,93,-17.0,0.09697644209861755
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,94,-6.0,0.12978637218475342
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,94,-6.0,0.10459965032339096
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,95,-9.0,0.15469029545783997
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,95,-9.0,0.10274211180210113
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,96,-6.0,0.12831942737102509
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,96,-6.0,0.1049613659977913
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,97,-9.0,0.10302963107824326
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,97,-9.0,0.09843503420054912
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,98,-5.0,0.10343170166015625
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,98,-5.0,0.09895977246761321
v35_no_curvature_stage2,No-curvature Stage-2,random_slot,246,99,-19.0,0.08165191859006882
v35_no_curvature_stage2,No-curvature Stage-2,mean_500_slots,all,99,-19.0,0.09814837054908275
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,0,-8.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,0,-8.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,1,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,1,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,2,-3.0,0.07233485579490662
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,2,-3.0,0.07233485579490662
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,3,-2.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,3,-2.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,4,-9.0,0.12870299816131592
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,4,-9.0,0.12870299816131592
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,5,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,5,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,6,-6.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,6,-6.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,7,-5.0,0.07979875802993774
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,7,-5.0,0.07979875802993774
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,8,-11.0,0.10678458213806152
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,8,-11.0,0.10678458213806152
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,9,-9.0,0.12870299816131592
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,9,-9.0,0.12870299816131592
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,10,-6.0,0.1153239905834198
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,10,-6.0,0.1153239905834198
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,11,-3.0,0.08873799443244934
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,11,-3.0,0.08873799443244934
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,12,0.0,0.06522423028945923
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,12,0.0,0.06522423028945923
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,13,-7.0,0.09904062747955322
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,13,-7.0,0.09904062747955322
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,14,-5.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,14,-5.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,15,-2.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,15,-2.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,16,-5.0,0.07979875802993774
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,16,-5.0,0.07979875802993774
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,17,-18.0,0.1412031352519989
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,17,-18.0,0.1412031352519989
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,18,-8.0,0.08419919013977051
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,18,-8.0,0.08419919013977051
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,19,-6.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,19,-6.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,20,-4.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,20,-4.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,21,-3.0,0.08873799443244934
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,21,-3.0,0.08873799443244934
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,22,-6.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,22,-6.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,23,-2.0,0.07007399201393127
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,23,-2.0,0.07007399201393127
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,24,-11.0,0.10117700695991516
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,24,-11.0,0.10117700695991516
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,25,-3.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,25,-3.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,26,0.0,0.06522423028945923
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,26,0.0,0.06522423028945923
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,27,-14.0,0.12319934368133545
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,27,-14.0,0.12319934368133545
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,28,-2.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,28,-2.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,29,-5.0,0.07979875802993774
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,29,-5.0,0.07979875802993774
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,30,-18.0,0.1412031352519989
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,30,-18.0,0.1412031352519989
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,31,-8.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,31,-8.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,32,-2.0,0.071592777967453
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,32,-2.0,0.071592777967453
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,33,-7.0,0.08752042055130005
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,33,-7.0,0.08752042055130005
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,34,-5.0,0.07979875802993774
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,34,-5.0,0.07979875802993774
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,35,3.0,0.06522423028945923
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,35,3.0,0.06522423028945923
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,36,-4.0,0.07449421286582947
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,36,-4.0,0.07449421286582947
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,37,-11.0,0.11759373545646667
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,37,-11.0,0.11759373545646667
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,38,-5.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,38,-5.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,39,-7.0,0.10678458213806152
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,39,-7.0,0.10678458213806152
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,40,-5.0,0.09904062747955322
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,40,-5.0,0.09904062747955322
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,41,-5.0,0.09904062747955322
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,41,-5.0,0.09904062747955322
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,42,-11.0,0.13276126980781555
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,42,-11.0,0.13276126980781555
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,43,-19.0,0.14199239015579224
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,43,-19.0,0.14199239015579224
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,44,3.0,0.06522423028945923
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,44,3.0,0.06522423028945923
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,45,-2.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,45,-2.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,46,-7.0,0.10678458213806152
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,46,-7.0,0.10678458213806152
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,47,-14.0,0.12319934368133545
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,47,-14.0,0.12319934368133545
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,48,-6.0,0.08496204018592834
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,48,-6.0,0.08496204018592834
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,49,-9.0,0.08607921004295349
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,49,-9.0,0.08607921004295349
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,50,-15.0,0.12475091218948364
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,50,-15.0,0.12475091218948364
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,51,-1.0,0.07007399201393127
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,51,-1.0,0.07007399201393127
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,52,-8.0,0.08991694450378418
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,52,-8.0,0.08991694450378418
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,53,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,53,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,54,-6.0,0.08496204018592834
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,54,-6.0,0.08496204018592834
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,55,-1.0,0.07007399201393127
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,55,-1.0,0.07007399201393127
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,56,-9.0,0.09216552972793579
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,56,-9.0,0.09216552972793579
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,57,-17.0,0.12748900055885315
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,57,-17.0,0.12748900055885315
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,58,-9.0,0.10317116975784302
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,58,-9.0,0.10317116975784302
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,59,-17.0,0.15942996740341187
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,59,-17.0,0.15942996740341187
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,60,-5.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,60,-5.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,61,-6.0,0.11964365839958191
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,61,-6.0,0.11964365839958191
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,62,-6.0,0.10317116975784302
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,62,-6.0,0.10317116975784302
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,63,-9.0,0.1127978265285492
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,63,-9.0,0.1127978265285492
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,64,-11.0,0.13276126980781555
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,64,-11.0,0.13276126980781555
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,65,-9.0,0.1127978265285492
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,65,-9.0,0.1127978265285492
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,66,-9.0,0.09216552972793579
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,66,-9.0,0.09216552972793579
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,67,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,67,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,68,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,68,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,69,-12.0,0.09814292192459106
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,69,-12.0,0.09814292192459106
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,70,-11.0,0.10789012908935547
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,70,-11.0,0.10789012908935547
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,71,-7.0,0.08752042055130005
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,71,-7.0,0.08752042055130005
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,72,-6.0,0.08496204018592834
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,72,-6.0,0.08496204018592834
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,73,-12.0,0.10317116975784302
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,73,-12.0,0.10317116975784302
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,74,-6.0,0.08873799443244934
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,74,-6.0,0.08873799443244934
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,75,-9.0,0.08873799443244934
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,75,-9.0,0.08873799443244934
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,76,-2.0,0.07449421286582947
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,76,-2.0,0.07449421286582947
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,77,-4.0,0.10997003316879272
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,77,-4.0,0.10997003316879272
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,78,-14.0,0.12319934368133545
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,78,-14.0,0.12319934368133545
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,79,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,79,-5.0,0.08561757206916809
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,80,-9.0,0.09674695134162903
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,80,-9.0,0.09674695134162903
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,81,1.0,0.06522423028945923
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,81,1.0,0.06522423028945923
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,82,-9.0,0.09674695134162903
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,82,-9.0,0.09674695134162903
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,83,-4.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,83,-4.0,0.09427881240844727
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,84,-7.0,0.10678458213806152
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,84,-7.0,0.10678458213806152
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,85,-17.0,0.12748900055885315
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,85,-17.0,0.12748900055885315
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,86,-9.0,0.10048139095306396
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,86,-9.0,0.10048139095306396
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,87,-14.0,0.12319934368133545
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,87,-14.0,0.12319934368133545
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,88,-9.0,0.1127978265285492
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,88,-9.0,0.1127978265285492
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,89,-9.0,0.1127978265285492
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,89,-9.0,0.1127978265285492
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,90,-6.0,0.08873799443244934
